"MMSA_NAME","CASES","DEATHS","death_rate","MMSA_Number","BMI_.kg.m2.","underweight","normalweight","overweight","obese","extremeobesity","Gen_Hlth_good","Gen_Hlth_bad","Gen_Hlth_unkn","Insured","Uninsured","Unkn_insurance","HD_yes","HD_no","Unkn_HD","cancer_yes","cancer_no","Unkn_cancer","KD_yes","KD_no","Unkn_KD","Diabetes_yes","Diabetes_no","Unkn_Diabetes","Smoke_yes","Smoke_no","Unkn_Smoke","age_30minus","age_30_40","age_40_50","age_50_60","age_60_70","age_70plus"
"Billings, MT",3530,70,1.98300283286119,13740,27.6901066218461,0.0174907997325672,0.304413539311034,0.426920702342329,0.213031802932721,0.0381431556813481,0.836945419171616,0.16068921982747,0.00236536100091378,0.880112102162707,0.116252811245575,0.00363508659171763,0.0391477017220014,0.954138769904742,0.00671352837325701,0.0828341147217806,0.912682127495272,0.00448375778294772,0.0258858106202508,0.971538982119726,0.00257520726002307,0.10840524513738,0.891070142879984,0.000524611982636263,0.784904198434763,0.184712304619037,0.0303834969462,0.194347978576872,0.164816804156837,0.154488184462543,0.181917061123313,0.153963708025472,0.150466263654962
"Binghamton, NY",1922,106,5.51508844953174,13780,27.5868308618153,0.0304468859598724,0.345489286371908,0.344402224583359,0.236074958099022,0.0435866449858392,0.804821687329507,0.191718424502278,0.00345988816821507,0.938269688899821,0.0507263896753387,0.0110039214248406,0.0597206436867987,0.929551349301459,0.0107280070117426,0.0916192410337722,0.907897066372864,0.000483692593363838,0.027719846946569,0.970948858465133,0.00133129458829763,0.119940197732526,0.877469859350867,0.00258994291660713,0.72157960321851,0.219438334765394,0.0589820620160959,0.209914919037299,0.144253072956735,0.150085151820465,0.161756125058169,0.171340687920217,0.162650043207115
"Birmingham-Hoover, AL",32666,494,1.51227576072981,13820,28.5048368486849,0.016911994581076,0.292121928848596,0.360034957257766,0.276665829641569,0.054265289670993,0.795463452194453,0.202171636947057,0.00236491085849081,0.867235962948333,0.128578355218383,0.00418568183328361,0.0495401862615339,0.943508198703325,0.00695161503514129,0.0683589764062776,0.930239651419088,0.00140137217463413,0.0351907681923256,0.961972472818574,0.00283675898910057,0.152637637521984,0.846455461022663,0.00090690145535301,0.771210760825493,0.193018159929994,0.0357710792445131,0.195509650606165,0.173463270238686,0.163822049213301,0.17639003381461,0.162640222471869,0.12817477365537
"Bismarck, ND",5146,76,1.47687524290711,13900,27.9637095086287,0.0129788706602363,0.285729528623397,0.409867603400584,0.256425959410076,0.0349980379057076,0.860943770265504,0.136332202758108,0.00272402697638782,0.911118073008335,0.0841882035808841,0.0046937234107804,0.0382055899125108,0.955963684020994,0.00583072606649509,0.0702776467628506,0.927384635496607,0.00233771774054286,0.0241234019093668,0.974233055531904,0.00164354255872951,0.10157458252742,0.897730272106495,0.00069514536608417,0.767835695430502,0.193101597393695,0.0390627071758028,0.202903000464249,0.19539146118918,0.132271560386887,0.181981503634299,0.153510227740327,0.133942246585057
"Boise City, ID",22155,260,1.17354998871587,14260,27.652004047968,0.0137146529737676,0.315978517198728,0.401582164119927,0.231675466173093,0.0370491995344842,0.869208306904602,0.128329022712926,0.00246267038247213,0.835929795025277,0.158840017537767,0.00523018743695591,0.0340334075382408,0.961798092792125,0.00416849966963388,0.0606444244964115,0.938203590468565,0.00115198503502396,0.018769816464851,0.979566611427414,0.00166357210773536,0.101982307280872,0.897280021597926,0.000737671121202874,0.824073171823938,0.135892289733324,0.040034538442738,0.204127056678092,0.189780854339864,0.181757335325163,0.15649762020018,0.152668494149674,0.115168639307028
"Burlington-South Burlington, VT",981,46,4.68909276248726,15540,26.9607344069194,0.0157554737573849,0.380124341221282,0.385679535898661,0.184260516589257,0.0341801325334157,0.897192528984162,0.10193076406294,0.000876706952897454,0.94133866297528,0.052166936187152,0.00649440083756787,0.0318011060306799,0.962599006455651,0.00559988751366915,0.0649867777797628,0.932655804735681,0.00235741748455638,0.0231591116270952,0.974985417566309,0.00185547080659548,0.0810824401762926,0.918180716260246,0.000736843563461584,0.822779646149089,0.138175256070813,0.0390450977800978,0.237056081990903,0.157058810707076,0.163700932676032,0.179429424697266,0.145195470991083,0.117559278937639
"Cedar Rapids, IA",4802,118,2.457309454394,16300,28.3521689989139,0.0102699406832544,0.284481698290884,0.38991917316648,0.266620171197539,0.0487090166618428,0.8655014192613,0.132827787643856,0.00167079309484408,0.920553385503694,0.0724280638463126,0.00701855064999311,0.0389931225368383,0.952418484764586,0.00858839269857548,0.0773093075100037,0.920101909483941,0.00258878300605567,0.0231689347294669,0.973790816673539,0.00304024859699426,0.116358010534119,0.882717493570711,0.000924495895170167,0.795741695565493,0.177468022222236,0.0267902822122708,0.214263318646369,0.148139673508509,0.174202180440068,0.177794644992068,0.151505469036113,0.134094713376873
"Charleston-North Charleston, SC",25597,442,1.72676485525648,16700,27.8631984285499,0.0145880485081413,0.318648361787879,0.382044209387385,0.244117038300796,0.0406023420157992,0.837807123145588,0.160046426950951,0.00214644990346132,0.843397248694549,0.150832214420827,0.00577053688462416,0.0326392543630353,0.959820945090998,0.00753980054596673,0.0634102996576828,0.934774583888728,0.00181511645358892,0.0239740976351605,0.973886283736016,0.00213961862882394,0.129942598540599,0.868035226682804,0.00202217477659737,0.783795062181466,0.183193188065732,0.0330117497528024,0.217609841641761,0.184799957038123,0.163672502336658,0.17114955430119,0.147226466697512,0.115541677984755
"Charleston, WV",3459,109,3.15119976871928,16620,28.9344419369177,0.0125874462484613,0.252173475038985,0.387343773763254,0.284261925310778,0.0636333796385226,0.740321986918804,0.257969601624769,0.00170841145642688,0.899542271149206,0.0974463802529478,0.00301134859784655,0.0803329633000809,0.911073000109578,0.00859403659034091,0.0792337714581079,0.918389326787006,0.00237690175488598,0.0449685894857715,0.949908779740043,0.00512263077418563,0.187842769775542,0.811424963797473,0.000732266426985202,0.732865604367205,0.250304283478706,0.0168301121540883,0.166413791116451,0.148283856243854,0.164118840992197,0.18134384761587,0.189484882514743,0.150354781516885
"Charlotte-Concord-Gastonia, NC-SC",60724,875,1.44094591924116,16740,27.9235199085318,0.0126969704825777,0.304616204148632,0.407005595401647,0.230829334240042,0.0448518957271007,0.826641271339411,0.169969826002334,0.00338890265825496,0.84141371365559,0.152470539332453,0.00611574701195663,0.0382909423570373,0.95472511888142,0.00698393876154288,0.0639644263824806,0.934119189706955,0.00191638391056404,0.0291223834727581,0.968611021670301,0.00226659485694125,0.128803393384339,0.868964906878499,0.00223169973716195,0.801472298673338,0.166563859565327,0.0319638417613348,0.205242503454047,0.18027488890673,0.193178287417508,0.172457682639293,0.138626886911222,0.1102197506712
"Chattanooga, TN-GA",13548,163,1.20312961322704,16860,28.2148824250498,0.0115624612927436,0.291845134651656,0.413743731189972,0.225580304008282,0.0572683688573456,0.775173295105197,0.224354080454391,0.000472624440412792,0.849333719495002,0.148786809675308,0.00187947082969009,0.0548122408884356,0.931432927830425,0.0137548312811391,0.0700593759365955,0.929628082212088,0.000312541851316539,0.0296888148188824,0.968668326468314,0.00164285871280344,0.198976525970421,0.798796481599523,0.00222699243005595,0.73849350304223,0.215612644265815,0.0458938526919556,0.171632122107001,0.171880267157785,0.162998888660982,0.184058358429379,0.162731631223418,0.146698732421434
"Chicago-Naperville-Elgin, IL-IN-WI",234595,7647,3.25966026556406,16980,27.8059567924251,0.018384165682802,0.323591110330742,0.378206116663801,0.238160484096449,0.0416581232262066,0.827019153485133,0.172205080517495,0.000775765997372336,0.867265069948678,0.129451313689098,0.00328361636222323,0.0347228825509477,0.961578319473614,0.00369879797543775,0.0575709440245989,0.941521091047247,0.000907964928153925,0.0267504069656648,0.97129515273913,0.00195444029520501,0.116635653026771,0.882509920354868,0.00085442661836102,0.814475144312601,0.144979318156631,0.040545537530768,0.209126206589282,0.184692224853436,0.167490487143499,0.184273203799296,0.139599279117454,0.114818598497034
