"MMSA","BMI_(kg/m2)","underweight","normalweight","overweight","obese","extremeobesity"
25180,27.3066726623998,0.0165166886070894,0.374402619935662,0.378237672777194,0.200086279559841,0.0307567391202132
25540,26.6264490934479,0.0321688344309843,0.390713447367042,0.394523341681408,0.143760695853896,0.0388336806666691
25940,26.872788965842,0,0.544451591722223,0.245787283111863,0.145740801633062,0.064020323532852
26420,28.8214883935962,0.0384707764496402,0.252257878320135,0.406522333291356,0.21148665426882,0.0912623576700488
26580,29.0852323276148,0.0224328658949766,0.32855972474098,0.315434021782764,0.199538673227613,0.134034714353667
26900,27.489948750663,0.0378708506859282,0.39237940284106,0.298275283479713,0.19904525960264,0.0724292033906578
27140,29.6263948802085,0.0471046372619914,0.314732402390168,0.275792467172966,0.271975899192474,0.0903945939824015
27260,28.6674572591295,0.0554071945781799,0.352229733105598,0.280866828328087,0.210656395622088,0.100839848366047
27980,27.071374745762,0.03165636099624,0.409125219513389,0.314173418324316,0.199777873468262,0.0452671276977927
28140,27.7804192999678,0.016760246292491,0.384139216793416,0.318883005009668,0.216772824316138,0.0634447075882868
28700,28.4830031271172,0.0109479587591569,0.354598137113214,0.318696911816707,0.232982117388794,0.0827748749221281
28940,29.4880022633599,0.0267123838249769,0.327556098643943,0.318193432462524,0.212036820501317,0.115501264567239
29620,26.7903514879779,0.0181948815556846,0.410778637332935,0.311789212284521,0.23704479860779,0.0221924702190683
30460,26.6144743504089,0.0111324857875004,0.462556242254795,0.309971801099803,0.180414874463968,0.0359245963939329
30700,27.5054358967154,0.0400517816485929,0.375307126926841,0.317892368986794,0.203439226368272,0.0633094960695004
30780,30.2931168867485,0,0.282860660511045,0.321892840804825,0.259190099481761,0.136056399202369
31080,26.7011846390824,0.0464878749905763,0.386596348995105,0.340509878866325,0.20123830517366,0.0251675919743331
31140,27.5422599221335,0.0099419288525505,0.325893099719709,0.444919472858757,0.165233699926688,0.0540117986422954
31740,26.7293570239845,0.0414568483567403,0.416231430560405,0.291802333102987,0.227800727000335,0.0227086609795324
32820,29.4785605056589,0.0187800532000196,0.23985397392022,0.380158969461657,0.273948595016973,0.0872584084011303
33100,26.992118332317,0.0219544437908193,0.401694484931529,0.381081809476039,0.162076190520757,0.0331930712808561
33340,27.9040198725163,0.00389077823013134,0.38890253522126,0.347621108335047,0.183266936810829,0.0763186414027319
33460,26.5493926151631,0.0275055736697349,0.414619659314441,0.352606241454011,0.171422118906153,0.03384640665566
33500,27.4849930767399,0.045674448643794,0.33331878253302,0.348891881607262,0.241681849340009,0.0304330378759142
33874,26.2692876742187,0.0143256638813191,0.470674010938799,0.3492045668679,0.119101066557235,0.0466946917547467
34820,28.2650753949929,0.0360756508970795,0.296180384951444,0.357175568467183,0.254400707521195,0.056167688163098
34980,27.1040827890427,0.0198201730863154,0.403791061279819,0.355492878818608,0.166881946884122,0.0540139399311361
35004,27.1691795661983,0.0214992828794614,0.440319297174412,0.32505812605256,0.184822653086719,0.0283006408068473
35084,26.1838410201,0.0154865665436986,0.427911753024497,0.394512584967548,0.141258274739602,0.0208308207246548
35380,28.0058118465338,0.0360897588386914,0.315248539781235,0.363257814315557,0.220819726793598,0.0645841602709189
35614,26.3022675485601,0.0359487412688924,0.439600309139225,0.336590267658938,0.151253644957613,0.0366070369753313
35820,28.0815542775225,0,0.366216951446752,0.374499640827863,0.185149045996453,0.0741343617289312
35840,26.9098960870163,0.016109956820042,0.388018254613028,0.3870429294744,0.180512838227634,0.0283160208648958
36084,25.0260310002076,0.030631048816811,0.521810097436499,0.342800342466909,0.0950088011092368,0.00974971017054354
36260,26.7689447662552,0.0309990820975404,0.406645336055914,0.326106555592597,0.208213595423271,0.0280354308306785
36420,28.5179192933295,0.0285905020034108,0.328760731922595,0.328692432173028,0.233417627322933,0.0805387065780333
36540,28.3021628882688,0.0318637880643156,0.327363104992435,0.347958718241097,0.232451516075855,0.0603628726262978
36740,26.9236689880194,0.0423816019696866,0.348770328616535,0.405514911430082,0.156850772167619,0.0464823858160765
37460,26.7762413656378,0.0668219084036129,0.286495091423148,0.451750708712542,0.151838401249496,0.0430938902112006
37860,28.0631784874358,0.00957892082211396,0.37767895397845,0.314052455526857,0.216869994256421,0.0818196754161574
37964,27.3413646732771,0.0314258275307182,0.390379234599765,0.312041303062555,0.183587117765762,0.0825665170411998
38060,27.4145798651753,0.0216417450982577,0.393153711207426,0.333959253574528,0.196697709075733,0.0545475810440553
38300,27.4572674360517,0.0304319612592285,0.423453918760051,0.278059237325383,0.199909754752256,0.0681451279030815
38860,26.0456608039587,0.0135181284274981,0.449829425488753,0.409446983759269,0.0962709620451061,0.0309345002793734
38900,26.6809753647189,0.0308600489588736,0.421942068151111,0.330743011081983,0.167950321448114,0.0485045503599181
38940,25.2188294423781,0.00855026581462765,0.491176708058811,0.370400169347255,0.120240940054454,0.00963191672485301
39300,27.5744958610255,0.0214528180292505,0.405851795540054,0.301075186243892,0.215287289870501,0.0563329103163015
39340,26.0017877208896,0.0439805252795943,0.452763521951373,0.319424862940018,0.159110567352899,0.0247205224761158
39660,28.7850252130147,0.0264097316257695,0.285514533612079,0.40879893796852,0.213721699928722,0.0655550968649092
39900,26.2373546735599,0.0477078958471785,0.40838081253723,0.388765390876675,0.132763861212223,0.0223820395266926
40060,27.3726092030706,0.0147429370839575,0.386405443219456,0.318370510810102,0.24886791142273,0.0316131974637547
40140,28.5523235094887,0.0154760630483881,0.281735149108686,0.378376058996037,0.256377148767726,0.0680355800791628
40340,26.5970602271327,0.00421913126906482,0.439201956151505,0.358930054590929,0.16059303570152,0.0370558222869805
40380,27.0504798383167,0.0166313408158761,0.423451594932031,0.281582560488135,0.227336718451662,0.0509977853122957
40484,26.6982541055343,0.0270464576073591,0.441443366884019,0.313231916526447,0.147762211788091,0.0705160471940846
40900,26.9924359134741,0.0527379528191481,0.431787630971951,0.256363293908464,0.202097395148949,0.0570137271514876
41060,26.6084993220298,0.0418291662813318,0.402284434638592,0.344924611845255,0.192479151664755,0.0184826355700667
41180,28.1924703493663,0.029391662681185,0.32421566881086,0.359588498843661,0.206718375897039,0.0800857937672545
41460,27.7881093089442,0,0.39815042545643,0.312490498425374,0.246457836081813,0.042901240036384
41540,28.0300102212564,0.0264006032947129,0.319230318320953,0.379759549179028,0.226841184000867,0.0477683452044397
41620,26.53688565254,0.0261089891090852,0.432269368588142,0.353132635746735,0.151694276168758,0.0367947303872804
41700,26.6959537840789,0.0233403979357719,0.408292014030457,0.311808645213187,0.249707182466106,0.00685176035447749
41980,27.7748011661882,0.0303674620068471,0.370410514356741,0.282098060286503,0.254451938690802,0.0626720246591067
42420,28.552067060322,0.0299947784607374,0.377264314654569,0.281192210897148,0.225658334108266,0.0858903618792789
42644,26.1076078017017,0.0367706866192033,0.467853254237418,0.30557105031409,0.149262523323228,0.0405424855060604
43524,26.4446933508834,0.0173168019010061,0.406577679488926,0.417344487032806,0.128814502909894,0.0299465286673677
43580,28.2945128263962,0.0463930802763966,0.326083982729854,0.359516626512411,0.184730130104467,0.0832761803768717
43620,27.6978198573172,0.000458595434861207,0.392665103492478,0.336906377467337,0.209573246076404,0.0603966775289197
43780,28.2347603125385,0,0.275843856141718,0.413022308941668,0.266515089874628,0.0446187450419851
43900,29.1949869803624,0.0254214747008839,0.41171813557115,0.271713050776406,0.100175551485618,0.190971787465943
44060,28.5722499205903,0.0481954642593177,0.364223803297313,0.262865283445358,0.218117083708797,0.106598365289214
44140,25.9084989179997,0.0109199479942163,0.562378621685917,0.257680274692896,0.14793771847716,0.0210834371498105
45220,27.4565666491001,0.0708816862013535,0.43384820807857,0.207441716487477,0.198326890010557,0.0895014992220424
45300,26.3079208571484,0.0217413495336418,0.428679342868281,0.361225810146279,0.156336001648768,0.0320174958030305
45780,29.8605729239071,0.0165835057117264,0.271845385907982,0.339493741675073,0.287194157508103,0.0848832091971155
45820,29.1081424464857,0.0299298785060743,0.273897458950973,0.295793163342885,0.320151810263879,0.0802276889361886
46140,29.0683206337526,0.00668740108042807,0.32926157742832,0.317107094209064,0.246707475383861,0.100236451898327
46220,28.3110355502507,0.0242754063849136,0.351882113451324,0.276768957508658,0.290455884566755,0.0566176380883504
47260,28.5427882417502,0.00478947325165895,0.307214154989625,0.320184488296413,0.322624165098694,0.0451877183636098
47664,27.1545185396578,0.0482641529584268,0.361014309088149,0.340147868909521,0.211318295992113,0.0392553730517892
47894,26.8834679301365,0.0375866277280421,0.400629080510158,0.332787207712191,0.177580276375652,0.0514168076739567
48620,28.9454263006615,0.0246374426617419,0.307667335880154,0.333555562641592,0.251801509526112,0.0823381492903999
48660,27.6548175861232,0.124824140001187,0.185418926518289,0.390553370842435,0.220027178210647,0.0791763844274423
48864,27.0072978817098,0.0404966144182745,0.36016573782323,0.37868516225635,0.17182034115947,0.0488321443426751
49340,26.157999018466,0.0421014255105495,0.428352620026041,0.354131311079768,0.136541439906877,0.0388732034767643
