"MMSA","BMI_.kg.m2.","underweight","normalweight","overweight","obese","extremeobesity","Gen_Hlth_good","Gen_Hlth_bad","Gen_Hlth_unkn","Insured","Uninsured","Unkn_insurance","BP_High","BP_normal","BP_unkn","Chol_High","Chol_normal","Unkn_chol","HD_yes","HD_no","Unkn_HD","cancer_yes","cancer_no","Unkn_cancer","KD_yes","KD_no","Unkn_KD","Diabetes_yes","Diabetes_no","Unkn_Diabetes","Smoke_yes","Smoke_no","Unkn_Smoke","age_30minus","age_30_40","age_40_50","age_50_60","age_60_70","age_70plus"
13740,26.6429092465456,0.0272137140982612,0.415366358744114,0.369988547711552,0.152810261271566,0.0346211181745067,0.855237337214691,0.143221159670912,0.00154150311439702,0.902797526689616,0.0962889899475075,0.000913483362876765,0.2657965399189,0.72796571437091,0.00623774571018982,0.241067018206499,0.651268829980683,0.107664151812818,0.0321638562670268,0.962397468391726,0.00543867534124768,0.0803306457873001,0.9196693542127,0,0.028490885821423,0.971509114178577,0,0.0865557037504625,0.913444296249538,0,0.801263740511791,0.168521412857179,0.0302148466310303,0.195345488556573,0.165357254541365,0.161684440429097,0.162690743644535,0.160323007856421,0.154599064972009
13820,28.7428029601765,0.0180234798086439,0.3385651933775,0.292508656261665,0.277907494624852,0.0729951759273389,0.802712851578298,0.19706540613623,0.000221742285471564,0.871999721278625,0.123551811156191,0.00444846756518357,0.427357273053747,0.571206783058811,0.00143594388744166,0.298665916801051,0.599351515771623,0.101982567427326,0.0442741957711378,0.951170247175848,0.00455555705301399,0.0713655652632235,0.928634434736777,0,0.0463151390953166,0.946866283681673,0.00681857722300996,0.160616425429518,0.838937003901123,0.00044657066935847,0.774296806969353,0.189988293542698,0.0357148994879491,0.189996599848784,0.183121825054829,0.159929077706065,0.155261076379308,0.172160173793101,0.139531247217913
13900,27.4540612349997,0.0289248280506386,0.380192234858873,0.306288604167449,0.234338303507183,0.0502560294158569,0.861846183879193,0.137779769011255,0.00037404710955156,0.933856194002103,0.0628236698363284,0.00332013616156894,0.31985339474616,0.67676391028156,0.00338269497227991,0.275804622164244,0.609136848189572,0.115058529646184,0.0414020382591114,0.954666118588129,0.00393184315275981,0.0694512162533786,0.930261453315315,0.000287330431306487,0.0226981395041218,0.976332219626507,0.000969640869371029,0.106720149683687,0.893279850316313,0,0.773443750012303,0.179583429221296,0.0469728207664009,0.209891280271815,0.183909251191097,0.137560475907299,0.175516942877118,0.158612418971944,0.134509630780728
14260,26.3722947559517,0.0334428242853337,0.437111943098674,0.320794186385959,0.157683821558632,0.0509672246714008,0.857343726272868,0.137844035967479,0.00481223775965235,0.837730461667935,0.157593250716265,0.00467628761580017,0.312889209321181,0.68162979022441,0.00548100045440928,0.250661299067674,0.616105492768024,0.133233208164303,0.0310583963591684,0.965943694140619,0.00299790950021256,0.0641680305182649,0.935349595408544,0.000482374073191355,0.0291645156744434,0.969811399890874,0.00102408443468317,0.10678987728612,0.89302568424383,0.000184438470049812,0.831463336287052,0.120571416136379,0.0479652475765692,0.188775017666226,0.197104813043429,0.182900242109399,0.15267544446933,0.158131140645297,0.12041334206632
14454,26.3186844684625,0.0677811754395713,0.397106820376751,0.305542672614915,0.202879570850402,0.0266897607183609,0.850544495161361,0.148916741753229,0.000538763085409744,0.921111624784898,0.0662782744622567,0.0126101007528456,0.276028387885603,0.723700021004087,0.000271591110310601,0.281047799671732,0.638028070825062,0.0809241295032064,0.0301957297886855,0.966813061466074,0.00299120874524068,0.0735471372748689,0.922964829579593,0.00348803314553756,0.03771438143011,0.961239187440703,0.00104643112918722,0.119868442043508,0.873492619807639,0.00663893814885279,0.795265350489306,0.146017269196254,0.0587173803144396,0.240203081859221,0.155081002307098,0.169780995798747,0.166894537423477,0.128453969370766,0.13958641324069
15380,26.6013909042189,0.0617283020506509,0.380499406161281,0.372789623876777,0.121829035053491,0.0631536328577997,0.838619211553362,0.161380788446638,0,0.941473389052656,0.057169859454512,0.00135675149283222,0.374538414489217,0.621336919171006,0.00412466633977633,0.246634278356368,0.671009360310737,0.082356361332895,0.0529076384728741,0.942348003473696,0.0047443580534301,0.0801366485252735,0.919863351474727,0,0.033186024228203,0.965894499608398,0.000919476163398793,0.144314454398034,0.855685545601966,0,0.769420213183793,0.196996448688547,0.0335833381276594,0.196267405894984,0.169268935928282,0.130686155069349,0.177736581427687,0.171621012073713,0.154419909605985
15540,26.7881294027288,0.0165088594385911,0.470925352565759,0.288282776928405,0.180760777725529,0.0435222333417156,0.896883579175286,0.102669383385291,0.000447037439423271,0.946346704030668,0.0462686412753875,0.00738465469394465,0.28127309006742,0.715639597517417,0.00308731241516344,0.225752067653059,0.686273066074076,0.0879748662728648,0.0358350665325752,0.956528920637632,0.00763601282979314,0.0634608803243364,0.934490207744711,0.00204891193095265,0.0224763010366,0.976780746055397,0.000742952908003331,0.0899316615402661,0.909851789034402,0.000216549425331749,0.821094855759471,0.132378580509813,0.0465265637307158,0.224940920701682,0.172826863617056,0.150701956276395,0.16546696132939,0.157522462376163,0.128540835699313
15764,25.4176871473613,0.0302987650986992,0.540630665077685,0.266192248009305,0.138203534075209,0.0246747877391018,0.863452016040992,0.135301055315307,0.001246928643701,0.953562422427782,0.0415607394997834,0.00487683807243489,0.302941451708848,0.69072376565805,0.00633478263310157,0.27842553125379,0.630543120263549,0.091031348482661,0.0286384471341463,0.962360716675001,0.00900083619085237,0.0693933339248127,0.924969737338298,0.00563692873688966,0.0259638225813059,0.971851575472239,0.00218460194645516,0.122954446138811,0.873923858809589,0.00312169505159925,0.875767044462426,0.0892685018745806,0.0349644536629935,0.19963683955354,0.171081504091427,0.15211872518562,0.19648660694742,0.145022498554489,0.135653825667503
15804,28.2992738336915,0.0229699079168417,0.350252453318327,0.363905442351634,0.193372523160664,0.0694996732525328,0.775644794250993,0.220989127254919,0.00336607849408801,0.916983499066199,0.0814638868560595,0.00155261407774176,0.383993347650834,0.614223522692632,0.00178312965653449,0.317261440653429,0.610635098674024,0.0721034606725463,0.0426484188120135,0.949356417929001,0.00799516325898502,0.066889854429882,0.932399424678712,0.000710720891405539,0.036267810663309,0.961855049395461,0.00187713994123043,0.158904173469316,0.839445968059173,0.00164985847151014,0.79386663399674,0.160449737373446,0.045683628629814,0.203880479195328,0.146771171144818,0.166734825563354,0.182381366995634,0.157347451127115,0.142884705973751
16300,28.9195881038419,0.00924318132778909,0.317482670585028,0.331413138386789,0.271767571646978,0.0700934380534161,0.863860537608008,0.136139462391992,0,0.943302516837481,0.0532156151238223,0.00348186803869625,0.290622524505795,0.701844149780871,0.0075333257133344,0.297953236222662,0.607760657563376,0.0942861062139626,0.037040920465768,0.955861417583372,0.0070976619508604,0.0932922188863044,0.906707781113696,0,0.0224777417013999,0.976501674137871,0.00102058416072922,0.112275700319138,0.887724299680862,0,0.79880845510513,0.176345476379317,0.0248460685155527,0.215394459999589,0.143851649571464,0.166096469973512,0.181757762684536,0.143379818287912,0.149519839482988
16620,29.7246209158171,0.0122467357731346,0.286720966695111,0.411796408436864,0.208474469851447,0.0807614192434438,0.730636160937246,0.266776334520263,0.00258750454249127,0.925944701333419,0.0730624426744228,0.000992855992157784,0.473098507018558,0.526901492981442,0,0.375977839841927,0.556697913029339,0.067324247128734,0.0768429479502372,0.916655133296574,0.00650191875318931,0.0755967633495547,0.917169942147272,0.00723329450317305,0.0496785562129853,0.945403264611171,0.0049181791758435,0.214636075959712,0.784328762628337,0.0010351614119514,0.741283024211931,0.244059098591072,0.0146578771969969,0.172628897303408,0.145744780317483,0.147029678909768,0.176240719599813,0.212787003411585,0.145568920457943
16700,28.0385450123769,0.0122060277776351,0.367075402036054,0.306190482953586,0.260227331961304,0.0543007552714213,0.836862046989191,0.160057342962655,0.00308061004815407,0.853810427450639,0.144104228290901,0.00208534425846009,0.346586281698958,0.650395291121883,0.00301842717915916,0.283578066175845,0.623814457681164,0.0926074761429917,0.0391062343370592,0.952736103393927,0.00815766226901375,0.0746116707656195,0.921857464912631,0.00353086432174927,0.0248379591886184,0.972003977686938,0.00315806312444329,0.135568794771192,0.861710318079155,0.00272088714965317,0.785706424661659,0.182504636586791,0.0317889387515504,0.206764452194886,0.188749471060021,0.16566546268245,0.168628003155599,0.138515516229688,0.131677094677356
16740,28.1732376409953,0.0127886233718374,0.313458317487519,0.39871267276357,0.201522345586132,0.0735180407909417,0.819615765274012,0.17884889977292,0.0015353349530677,0.853086268466941,0.141222437594983,0.00569129393807545,0.345003700161513,0.653942215968098,0.00105408387038843,0.306541220178115,0.607823996378591,0.0856347834432945,0.031959439050169,0.960170504193928,0.00787005675590321,0.0736239307450867,0.922419617160733,0.00395645209418075,0.0411137288090793,0.958223955979813,0.000662315211107248,0.137024770278244,0.860893086779108,0.0020821429426486,0.8245018197231,0.140564555805767,0.0349336244711329,0.201788918615497,0.185532219498179,0.194395818141045,0.15417132271853,0.147559389107883,0.116552331918865
16980,27.0238473128208,0.0278753901682361,0.419966530903552,0.305846929383825,0.1983503642972,0.0479607852471881,0.825127424017929,0.173942348259281,0.000930227722790195,0.878202085357378,0.118807961146888,0.0029899534957341,0.328624699021312,0.670886021270041,0.000489279708647238,0.281442603898302,0.636739695929439,0.0818177001722597,0.0348888063533116,0.96222437872861,0.00288681491807824,0.0558062601452446,0.943107165507948,0.00108657434680707,0.0289766403512597,0.970223920288094,0.00079943936064631,0.124307425659068,0.874757842915456,0.000934731425475744,0.827288344280963,0.130188604174185,0.0425230515448525,0.205280990393203,0.188685175297653,0.160139624794468,0.180050503299045,0.147005610468792,0.118838095746839
17140,27.0817790446615,0.0319878834223286,0.391851556523501,0.341402977988155,0.193879759146272,0.0408778229197431,0.803443478510734,0.194923435363851,0.00163308612541449,0.915932700713624,0.0823434545466947,0.00172384473968162,0.353311274832577,0.645879413595751,0.000809311571672268,0.287742522644181,0.618789892303618,0.0934675850522008,0.0503975296598412,0.941500077090863,0.00810239324929558,0.0567586151224768,0.940938516436651,0.00230286844087184,0.0406538568781537,0.956561857706201,0.00278428541564557,0.115008750343168,0.884463595169031,0.000527654487800854,0.740357977920565,0.227360963641984,0.0322810584374517,0.193605790348283,0.174795679850796,0.158114680080166,0.181143861049177,0.161298825959095,0.131041162712483
17200,26.8897582094311,0.00708999320928133,0.42144874764963,0.368640402911113,0.16091649390801,0.0419043623219656,0.860370298670202,0.139142898142436,0.000486803187362269,0.933354905416104,0.0634797904984645,0.00316530408543114,0.302774282419581,0.696532412136614,0.000693305443804056,0.275820046895972,0.640793853062504,0.0833861000415246,0.0322288964902886,0.961539005925787,0.00623209758392402,0.0698752943340057,0.924750685009969,0.00537402065602543,0.0243339065123707,0.973625638163892,0.00204045532373697,0.0963664918259805,0.902778471546743,0.000855036627276868,0.808040212244882,0.150887330642753,0.0410724571123646,0.182171532109303,0.143816989434791,0.12547498327046,0.20332976444516,0.181987168743101,0.163219561997185
17460,29.5083572038376,0.0298801222340325,0.294021984886282,0.296086882544048,0.285282494140812,0.0947285161948255,0.81311435442465,0.183517674110988,0.00336797146436157,0.935757611198714,0.0615377705083301,0.00270461829295626,0.359365138752726,0.640168622878648,0.000466238368626179,0.28073823551645,0.63259883449129,0.0866629299922606,0.0416555804630871,0.952891002819256,0.00545341671765732,0.0719036285335363,0.92586313745501,0.00223323401145372,0.0196119083101054,0.976432683366816,0.00395540832307895,0.138748371748044,0.858569769150438,0.00268185910151757,0.749153847167635,0.209918971198389,0.040927181633976,0.19102389694123,0.158043649405035,0.140354162455228,0.182446914479886,0.171664025037981,0.156467351680639
17780,27.2229267814816,0.00117775402994006,0.423799079157159,0.293493881764751,0.238796638882834,0.0427326461653161,0.915918372753881,0.0829409224914581,0.00114070475466063,0.857847183977726,0.141808146689528,0.000344669332746454,0.263385019332068,0.726935606387685,0.00967937428024685,0.229802551538177,0.587254540546143,0.18294290791568,0.0163538356715829,0.977978661650629,0.00566750267778831,0.0773801548618256,0.922619845138174,0,0.0167149734639467,0.983193514013406,9.15125226469535e-05,0.0782443863823188,0.921755613617681,0,0.831326557537933,0.117876391429719,0.050797051032348,0.395557206380265,0.141394380227782,0.163556893222201,0.124933547717853,0.092884929590505,0.0816730428613942
17820,26.753577590505,0.0441340470655858,0.405929840494591,0.315628784769652,0.189269636824579,0.045037690845592,0.852642758589177,0.144946000219696,0.00241124119112607,0.905946994257028,0.0852264564297547,0.00882654931321735,0.276057039994047,0.721074412627486,0.00286854737846767,0.260825689216735,0.637303365054779,0.101870945728485,0.030867273827387,0.959158954884745,0.00997377128786798,0.0724197138909919,0.925041251800988,0.00253903430801993,0.0210760091302717,0.975248575695122,0.00367541517460658,0.0866149436077698,0.909174205300032,0.00421085109219774,0.771725450213997,0.147966456973895,0.0803080928121088,0.227158994212098,0.200600933762979,0.154121284111122,0.164258064534101,0.146678853826437,0.107181869553263
17900,29.5492640027064,0.0121660375483414,0.28718446184712,0.321234058845398,0.298905241136943,0.0805102006221969,0.821201455157,0.176382754201731,0.00241579064126838,0.871261036280405,0.122790542576309,0.00594842114328573,0.405286254586359,0.593391721768004,0.00132202364563702,0.293108189345983,0.632758893925451,0.0741329167285655,0.0378526311552703,0.952585260978004,0.00956210786672547,0.0667206024434194,0.9306092731841,0.00267012437248106,0.0235314428187651,0.970174378249203,0.00629417893203154,0.142976391191003,0.849940262845971,0.00708334596302607,0.804575928023963,0.163752116790671,0.0316719551853661,0.238380068379886,0.162061047524432,0.169489940634171,0.16666355162811,0.14412888088215,0.119276510951251
18140,28.073797084365,0.027217724708183,0.347843324866146,0.353556373794269,0.188353470065787,0.083029106565615,0.831797165272191,0.168202834727809,0,0.917738095475734,0.077759400164523,0.00450250435974277,0.347805194627811,0.64929320143803,0.00290160393415853,0.254600589513149,0.649550207730587,0.095849202756264,0.0309571680683277,0.962260772675721,0.00678205925595086,0.064364025941104,0.934980658608819,0.000655315450077696,0.0229018238903836,0.975347488790674,0.00175068731894252,0.117133499397177,0.880652548946504,0.00221395165631864,0.761872533380443,0.194165667737535,0.0439617988820224,0.206126518053074,0.199512644288288,0.169627628491279,0.171580811689843,0.135485262423555,0.117667135053961
18580,27.4248055886002,0.0710057896739627,0.303713525810992,0.286866564953131,0.315517752208103,0.0228963673538108,0.716567326471073,0.267017311825338,0.0164153617035895,0.767370754057877,0.218200024754583,0.0144292211875406,0.380679777345798,0.619247200800227,7.30218539746011e-05,0.388687159031503,0.486052820277041,0.125260020691456,0.040782094488618,0.951430225834392,0.00778767967698996,0.0627737373926715,0.937133173496696,9.30891106325353e-05,0.0251753278592941,0.97255933835274,0.0022653337879662,0.169558694157066,0.826703007988662,0.00373829785427177,0.783386084969073,0.153047858458043,0.0635660565728834,0.205936267829553,0.165454756886506,0.191081528358032,0.144203196163831,0.158445785180333,0.134878465581745
18880,25.7959085639939,0.0275346525066952,0.403795841460463,0.470462187378779,0.0583545770588267,0.0398527415952367,0.830359008051811,0.167120231544049,0.00252076040413954,0.831366731183644,0.167417076262618,0.00121619255373798,0.382464683630941,0.617535316369059,0,0.24048779957861,0.6969593985543,0.0625528018670903,0.0443130414712196,0.952073799214599,0.00361315931418191,0.0802089129682438,0.919283724760446,0.000507362271310027,0.0479788961745534,0.950010396915629,0.00201070690981801,0.181508667920454,0.818491332079546,0,0.717398400656431,0.207564707065575,0.075036892277994,0.175148529348211,0.200227457114452,0.136727733094457,0.186050536133638,0.149042921424914,0.152802822884328
19124,27.6639519677303,0.023027022908744,0.342898914717274,0.404134786837752,0.17999195051895,0.04994732501728,0.837928631592311,0.16137947587516,0.000691892532528887,0.828799831610093,0.168963976912075,0.00223619147783198,0.323775551621994,0.676221132258215,3.31611979191583e-06,0.269455909418762,0.632808131076962,0.0977359595042761,0.0178879781244832,0.980471719837111,0.00164030203840553,0.0389862654595463,0.960192456393885,0.00082127814656892,0.0337876383504431,0.959864641185333,0.00634772046422394,0.132055020418655,0.864355639378499,0.00358934020284518,0.833791657218789,0.125960932510415,0.0402474102707953,0.220014893020202,0.20496420948836,0.208555765013399,0.152408880041073,0.118205637666923,0.0958506147700428
19380,28.9258758220927,0,0.323628711344889,0.328741618974793,0.254728279507111,0.0929013901732071,0.800231582823545,0.198904288940936,0.000864128235519576,0.938557905108072,0.0614420948919283,0,0.320746701485874,0.672836610527816,0.00641668798631056,0.283778732792712,0.610973662190788,0.1052476050165,0.0511132825834416,0.940427308107973,0.00845940930858485,0.077495287259973,0.917308476432719,0.0051962363073081,0.030476531364852,0.963437288874889,0.00608617976025866,0.150509173423454,0.844294590269238,0.0051962363073081,0.788955413933888,0.194446708845177,0.0165978772209348,0.220958884019404,0.168801776739003,0.115442994287445,0.184893961127007,0.145325084591557,0.164577299235584
19660,26.8455296404484,0.071329467856253,0.276790074689721,0.37421064981404,0.235460125338215,0.0422096823017712,0.787100713473591,0.206704518772444,0.00619476775396592,0.831719152247696,0.167554638981502,0.000726208770801665,0.42822397483106,0.569759992789079,0.00201603237986094,0.378115068135662,0.555296643974987,0.0665882878893506,0.0517273620932752,0.930487931030398,0.017784706876327,0.113930813505361,0.883023230512909,0.00304595598173046,0.0478647865724069,0.942263878356783,0.00987133507081044,0.184722434576892,0.801911037012273,0.0133665284108353,0.77439079140082,0.183802495838917,0.0418067127602636,0.160694296961787,0.131990918212365,0.128830084360628,0.18127372580596,0.162386694834134,0.234824279825126
19740,26.3437744215993,0.0228505964205746,0.440412093944538,0.33424309567273,0.170266397111777,0.0322278168503809,0.863348200466851,0.134565047059465,0.00208675247368421,0.88296101506382,0.110171019393924,0.00686796554225558,0.264678399134042,0.730859011236613,0.00446258962934486,0.262395692556918,0.645252201151136,0.0923521062919458,0.0240395088230335,0.971731114014353,0.00422937716261397,0.0576707230312385,0.939693877188526,0.00263539978023592,0.0216335741548609,0.977443752752216,0.000922673092923327,0.108517817319451,0.89120565918954,0.000276523491009113,0.784898257105213,0.125264949427159,0.0898367934676281,0.204476503390815,0.196814357292449,0.177243228590313,0.168234849861168,0.14554887745075,0.107682183414506
19780,28.1029111230521,0.0284688023267175,0.34882672798378,0.350759927895075,0.20374861874875,0.0681959230456764,0.862802293131249,0.13719770686875,0,0.919993727568347,0.0771094436321387,0.0028968287995146,0.317557150358607,0.680700345702639,0.00174250393875361,0.278110674483027,0.627849009237811,0.094040316279162,0.0285166016080831,0.962696893522006,0.00878650486991122,0.0502802598057857,0.947586743277003,0.00213299691721168,0.0185023148656338,0.977392639727061,0.00410504540730514,0.0982034318333957,0.89916255916797,0.00263400899863445,0.82582130872645,0.139186961423589,0.0349917298499607,0.200935577013156,0.206583434008092,0.172776625273394,0.157059233168401,0.139887970624953,0.122757159912003
20260,26.9509486456421,0.0127343960687408,0.311215736833147,0.450752415836851,0.214034387542245,0.0112630637190163,0.863364599425507,0.133259545232165,0.0033758553423273,0.897570568401843,0.0953103574417776,0.0071190741563795,0.310992076764389,0.683366858350876,0.00564106488473539,0.253022080765996,0.633068065319563,0.113909853914441,0.0433673884413808,0.952355206522893,0.00427740503572592,0.079952361947837,0.914509909730004,0.00553772832215858,0.0379263492775163,0.957106052657944,0.0049675980645396,0.097275834953944,0.901766366862963,0.000957798183092501,0.744516514481522,0.204376302350001,0.0511071831684767,0.200860581289349,0.15528841357714,0.135827622191306,0.169013258358801,0.195379945218618,0.143630179364785
21340,27.7650454029859,0.0255044170815407,0.315406336147779,0.4461931596711,0.160202365569102,0.0526937215304788,0.740381226661038,0.25395654624109,0.00566222709787238,0.702364265192408,0.295168742162282,0.0024669926453101,0.287884434658387,0.711195498808755,0.00092006653285869,0.208318597540439,0.708107461600651,0.0835739408589108,0.0262247577268091,0.970645098926161,0.00313014334702987,0.0244660982016386,0.975533901798361,0,0.0183243560416365,0.980876341423356,0.000799302535007302,0.170226320692347,0.82695827151346,0.00281540779419216,0.837763239250308,0.101992058822716,0.0602447019269766,0.265096670878921,0.158701975001502,0.173708965313913,0.163223561894449,0.119128540259314,0.120140286651901
21780,28.5583491081654,0.0201077515867848,0.444047487343758,0.28301190810424,0.120263428252142,0.132569424713075,0.777902657273242,0.220224649568358,0.00187269315840028,0.909497581564446,0.082361898025757,0.00814052040979693,0.367561509253077,0.632092253074349,0.000346237672573562,0.312721810953903,0.61092113136671,0.0763570576793865,0.0382020738546831,0.954711769516271,0.00708615662904565,0.0697377214485686,0.925660226121817,0.00460205242961473,0.0295936240272595,0.969168326586727,0.00123804938601378,0.148637874951393,0.846760072618992,0.00460205242961473,0.742663263702134,0.221682768253571,0.0356539680442954,0.183477723064291,0.173386352815389,0.16492180480826,0.15016105577762,0.178998144156916,0.149054919377524
