CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
"St. Louis, MO-IL",Bond County,Illinois,17,005,Outlying
"St. Louis, MO-IL",Calhoun County,Illinois,17,013,Outlying
"St. Louis, MO-IL",Clinton County,Illinois,17,027,Outlying
"St. Louis, MO-IL",Jersey County,Illinois,17,083,Outlying
"St. Louis, MO-IL",Macoupin County,Illinois,17,117,Outlying
"St. Louis, MO-IL",Madison County,Illinois,17,119,Central
"St. Louis, MO-IL",Monroe County,Illinois,17,133,Central
"St. Louis, MO-IL",St. Clair County,Illinois,17,163,Central
"St. Louis, MO-IL",Franklin County,Missouri,29,071,Outlying
"St. Louis, MO-IL",Jefferson County,Missouri,29,099,Central
"St. Louis, MO-IL",Lincoln County,Missouri,29,113,Outlying
"St. Louis, MO-IL",St. Charles County,Missouri,29,183,Central
"St. Louis, MO-IL",St. Louis County,Missouri,29,189,Central
"St. Louis, MO-IL",Warren County,Missouri,29,219,Outlying
"St. Louis, MO-IL",St. Louis city,Missouri,29,510,Central
"St. Marys, GA",Camden County,Georgia,13,039,Central
"St. Marys, PA",Elk County,Pennsylvania,42,047,Central
"Salem, OH",Columbiana County,Ohio,39,029,Central
"Salem, OR",Marion County,Oregon,41,047,Central
"Salem, OR",Polk County,Oregon,41,053,Central
"Salina, KS",Ottawa County,Kansas,20,143,Outlying
"Salina, KS",Saline County,Kansas,20,169,Central
"Salinas, CA",Monterey County,California,06,053,Central
"Salisbury, MD-DE",Sussex County,Delaware,10,005,Central
"Salisbury, MD-DE",Somerset County,Maryland,24,039,Outlying
"Salisbury, MD-DE",Wicomico County,Maryland,24,045,Central
"Salisbury, MD-DE",Worcester County,Maryland,24,047,Outlying
"Salt Lake City, UT",Salt Lake County,Utah,49,035,Central
"Salt Lake City, UT",Tooele County,Utah,49,045,Outlying
"San Angelo, TX",Irion County,Texas,48,235,Outlying
"San Angelo, TX",Sterling County,Texas,48,431,Outlying
"San Angelo, TX",Tom Green County,Texas,48,451,Central
"San Antonio-New Braunfels, TX",Atascosa County,Texas,48,013,Outlying
"San Antonio-New Braunfels, TX",Bandera County,Texas,48,019,Outlying
"San Antonio-New Braunfels, TX",Bexar County,Texas,48,029,Central
"San Antonio-New Braunfels, TX",Comal County,Texas,48,091,Central
"San Antonio-New Braunfels, TX",Guadalupe County,Texas,48,187,Central
"San Antonio-New Braunfels, TX",Kendall County,Texas,48,259,Outlying
"San Antonio-New Braunfels, TX",Medina County,Texas,48,325,Outlying
"San Antonio-New Braunfels, TX",Wilson County,Texas,48,493,Outlying
"San Diego-Chula Vista-Carlsbad, CA",San Diego County,California,06,073,Central
"Sandpoint, ID",Bonner County,Idaho,16,017,Central
"Sandusky, OH",Erie County,Ohio,39,043,Central
"Sanford, NC",Lee County,North Carolina,37,105,Central
"San Francisco-Oakland-Berkeley, CA",Alameda County,California,06,001,Central
"San Francisco-Oakland-Berkeley, CA",Contra Costa County,California,06,013,Outlying
"San Francisco-Oakland-Berkeley, CA",San Francisco County,California,06,075,Central
"San Francisco-Oakland-Berkeley, CA",San Mateo County,California,06,081,Central
"San Francisco-Oakland-Berkeley, CA",Marin County,California,06,041,Central
"San Germán, PR",Cabo Rojo Municipio,Puerto Rico,72,023,Central
"San Germán, PR",Lajas Municipio,Puerto Rico,72,079,Central
"San Germán, PR",Sabana Grande Municipio,Puerto Rico,72,121,Central
"San Germán, PR",San Germán Municipio,Puerto Rico,72,125,Central
"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,California,06,069,Outlying
"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,California,06,085,Central
"San Juan-Bayamón-Caguas, PR",Aguas Buenas Municipio,Puerto Rico,72,007,Central
"San Juan-Bayamón-Caguas, PR",Aibonito Municipio,Puerto Rico,72,009,Central
"San Juan-Bayamón-Caguas, PR",Barceloneta Municipio,Puerto Rico,72,017,Outlying
"San Juan-Bayamón-Caguas, PR",Barranquitas Municipio,Puerto Rico,72,019,Central
"San Juan-Bayamón-Caguas, PR",Bayamón Municipio,Puerto Rico,72,021,Central
"San Juan-Bayamón-Caguas, PR",Caguas Municipio,Puerto Rico,72,025,Central
"San Juan-Bayamón-Caguas, PR",Canóvanas Municipio,Puerto Rico,72,029,Central
"San Juan-Bayamón-Caguas, PR",Carolina Municipio,Puerto Rico,72,031,Central
"San Juan-Bayamón-Caguas, PR",Cataño Municipio,Puerto Rico,72,033,Central
"San Juan-Bayamón-Caguas, PR",Cayey Municipio,Puerto Rico,72,035,Central
"San Juan-Bayamón-Caguas, PR",Ceiba Municipio,Puerto Rico,72,037,Outlying
"San Juan-Bayamón-Caguas, PR",Ciales Municipio,Puerto Rico,72,039,Central
"San Juan-Bayamón-Caguas, PR",Cidra Municipio,Puerto Rico,72,041,Central
"San Juan-Bayamón-Caguas, PR",Comerío Municipio,Puerto Rico,72,045,Central
"San Juan-Bayamón-Caguas, PR",Corozal Municipio,Puerto Rico,72,047,Central
"San Juan-Bayamón-Caguas, PR",Dorado Municipio,Puerto Rico,72,051,Central
"San Juan-Bayamón-Caguas, PR",Fajardo Municipio,Puerto Rico,72,053,Outlying
"San Juan-Bayamón-Caguas, PR",Florida Municipio,Puerto Rico,72,054,Outlying
"San Juan-Bayamón-Caguas, PR",Guaynabo Municipio,Puerto Rico,72,061,Central
"San Juan-Bayamón-Caguas, PR",Gurabo Municipio,Puerto Rico,72,063,Central
"San Juan-Bayamón-Caguas, PR",Humacao Municipio,Puerto Rico,72,069,Central
"San Juan-Bayamón-Caguas, PR",Juncos Municipio,Puerto Rico,72,077,Central
"San Juan-Bayamón-Caguas, PR",Las Piedras Municipio,Puerto Rico,72,085,Central
"San Juan-Bayamón-Caguas, PR",Loíza Municipio,Puerto Rico,72,087,Central
"San Juan-Bayamón-Caguas, PR",Luquillo Municipio,Puerto Rico,72,089,Outlying
"San Juan-Bayamón-Caguas, PR",Manatí Municipio,Puerto Rico,72,091,Central
"San Juan-Bayamón-Caguas, PR",Maunabo Municipio,Puerto Rico,72,095,Outlying
"San Juan-Bayamón-Caguas, PR",Morovis Municipio,Puerto Rico,72,101,Central
"San Juan-Bayamón-Caguas, PR",Naguabo Municipio,Puerto Rico,72,103,Outlying
"San Juan-Bayamón-Caguas, PR",Naranjito Municipio,Puerto Rico,72,105,Central
"San Juan-Bayamón-Caguas, PR",Orocovis Municipio,Puerto Rico,72,107,Central
"San Juan-Bayamón-Caguas, PR",Río Grande Municipio,Puerto Rico,72,119,Central
"San Juan-Bayamón-Caguas, PR",San Juan Municipio,Puerto Rico,72,127,Central
"San Juan-Bayamón-Caguas, PR",San Lorenzo Municipio,Puerto Rico,72,129,Central
"San Juan-Bayamón-Caguas, PR",Toa Alta Municipio,Puerto Rico,72,135,Central
"San Juan-Bayamón-Caguas, PR",Toa Baja Municipio,Puerto Rico,72,137,Central
"San Juan-Bayamón-Caguas, PR",Trujillo Alto Municipio,Puerto Rico,72,139,Central
"San Juan-Bayamón-Caguas, PR",Vega Alta Municipio,Puerto Rico,72,143,Central
"San Juan-Bayamón-Caguas, PR",Vega Baja Municipio,Puerto Rico,72,145,Central
"San Juan-Bayamón-Caguas, PR",Yabucoa Municipio,Puerto Rico,72,151,Central
"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,California,06,079,Central
"Santa Cruz-Watsonville, CA",Santa Cruz County,California,06,087,Central
"Santa Fe, NM",Santa Fe County,New Mexico,35,049,Central
"Santa Isabel, PR",Santa Isabel Municipio,Puerto Rico,72,133,Central
"Santa Maria-Santa Barbara, CA",Santa Barbara County,California,06,083,Central
"Santa Rosa-Petaluma, CA",Sonoma County,California,06,097,Central
"Sault Ste. Marie, MI",Chippewa County,Michigan,26,033,Central
"Savannah, GA",Bryan County,Georgia,13,029,Central
"Savannah, GA",Chatham County,Georgia,13,051,Central
"Savannah, GA",Effingham County,Georgia,13,103,Outlying
"Sayre, PA",Bradford County,Pennsylvania,42,015,Central
"Scottsbluff, NE",Banner County,Nebraska,31,007,Outlying
"Scottsbluff, NE",Scotts Bluff County,Nebraska,31,157,Central
"Scottsbluff, NE",Sioux County,Nebraska,31,165,Outlying
"Scottsboro, AL",Jackson County,Alabama,01,071,Central
"Scottsburg, IN",Scott County,Indiana,18,143,Central
"Scranton--Wilkes-Barre, PA",Lackawanna County,Pennsylvania,42,069,Central
"Scranton--Wilkes-Barre, PA",Luzerne County,Pennsylvania,42,079,Central
"Scranton--Wilkes-Barre, PA",Wyoming County,Pennsylvania,42,131,Outlying
"Searcy, AR",White County,Arkansas,05,145,Central
"Seattle-Tacoma-Bellevue, WA",King County,Washington,53,033,Central
"Seattle-Tacoma-Bellevue, WA",Snohomish County,Washington,53,061,Central
"Seattle-Tacoma-Bellevue, WA",Pierce County,Washington,53,053,Central
"Sebastian-Vero Beach, FL",Indian River County,Florida,12,061,Central
"Sebring-Avon Park, FL",Highlands County,Florida,12,055,Central
"Sedalia, MO",Pettis County,Missouri,29,159,Central
"Selinsgrove, PA",Snyder County,Pennsylvania,42,109,Central
"Selma, AL",Dallas County,Alabama,01,047,Central
"Seneca, SC",Oconee County,South Carolina,45,073,Central
"Seneca Falls, NY",Seneca County,New York,36,099,Central
"Sevierville, TN",Sevier County,Tennessee,47,155,Central
"Seymour, IN",Jackson County,Indiana,18,071,Central
"Shawano, WI",Menominee County,Wisconsin,55,078,Outlying
"Shawano, WI",Shawano County,Wisconsin,55,115,Central
"Shawnee, OK",Pottawatomie County,Oklahoma,40,125,Central
"Sheboygan, WI",Sheboygan County,Wisconsin,55,117,Central
"Shelby, NC",Cleveland County,North Carolina,37,045,Central
"Shelbyville, TN",Bedford County,Tennessee,47,003,Central
"Shelton, WA",Mason County,Washington,53,045,Central
"Sheridan, WY",Sheridan County,Wyoming,56,033,Central
"Sherman-Denison, TX",Grayson County,Texas,48,181,Central
"Show Low, AZ",Navajo County,Arizona,04,017,Central
"Shreveport-Bossier City, LA",Bossier Parish,Louisiana,22,015,Central
"Shreveport-Bossier City, LA",Caddo Parish,Louisiana,22,017,Central
"Shreveport-Bossier City, LA",De Soto Parish,Louisiana,22,031,Outlying
"Sidney, OH",Shelby County,Ohio,39,149,Central
"Sierra Vista-Douglas, AZ",Cochise County,Arizona,04,003,Central
"Sikeston, MO",Scott County,Missouri,29,201,Central
"Silver City, NM",Grant County,New Mexico,35,017,Central
"Sioux City, IA-NE-SD",Woodbury County,Iowa,19,193,Central
"Sioux City, IA-NE-SD",Dakota County,Nebraska,31,043,Central
"Sioux City, IA-NE-SD",Dixon County,Nebraska,31,051,Outlying
"Sioux City, IA-NE-SD",Union County,South Dakota,46,127,Central
"Sioux Falls, SD",Lincoln County,South Dakota,46,083,Central
"Sioux Falls, SD",McCook County,South Dakota,46,087,Outlying
"Sioux Falls, SD",Minnehaha County,South Dakota,46,099,Central
"Sioux Falls, SD",Turner County,South Dakota,46,125,Outlying
"Snyder, TX",Scurry County,Texas,48,415,Central
"Somerset, KY",Pulaski County,Kentucky,21,199,Central
"Somerset, PA",Somerset County,Pennsylvania,42,111,Central
"Sonora, CA",Tuolumne County,California,06,109,Central
"South Bend-Mishawaka, IN-MI",St. Joseph County,Indiana,18,141,Central
"South Bend-Mishawaka, IN-MI",Cass County,Michigan,26,027,Central
"Spartanburg, SC",Spartanburg County,South Carolina,45,083,Central
"Spearfish, SD",Lawrence County,South Dakota,46,081,Central
"Spencer, IA",Clay County,Iowa,19,041,Central
"Spirit Lake, IA",Dickinson County,Iowa,19,059,Central
"Spokane-Spokane Valley, WA",Spokane County,Washington,53,063,Central
"Spokane-Spokane Valley, WA",Stevens County,Washington,53,065,Outlying
"Springfield, IL",Menard County,Illinois,17,129,Outlying
"Springfield, IL",Sangamon County,Illinois,17,167,Central
"Springfield, MA",Franklin County,Massachusetts,25,011,Outlying
"Springfield, MA",Hampden County,Massachusetts,25,013,Central
"Springfield, MA",Hampshire County,Massachusetts,25,015,Central
"Springfield, MO",Christian County,Missouri,29,043,Central
"Springfield, MO",Dallas County,Missouri,29,059,Outlying
"Springfield, MO",Greene County,Missouri,29,077,Central
"Springfield, MO",Polk County,Missouri,29,167,Outlying
"Springfield, MO",Webster County,Missouri,29,225,Outlying
"Springfield, OH",Clark County,Ohio,39,023,Central
"Starkville, MS",Oktibbeha County,Mississippi,28,105,Central
"Starkville, MS",Webster County,Mississippi,28,155,Outlying
"State College, PA",Centre County,Pennsylvania,42,027,Central
"Statesboro, GA",Bulloch County,Georgia,13,031,Central
"Staunton, VA",Augusta County,Virginia,51,015,Central
"Staunton, VA",Staunton city,Virginia,51,790,Central
"Staunton, VA",Waynesboro city,Virginia,51,820,Central
"Steamboat Springs, CO",Routt County,Colorado,08,107,Central
"Stephenville, TX",Erath County,Texas,48,143,Central
"Sterling, CO",Logan County,Colorado,08,075,Central
"Sterling, IL",Whiteside County,Illinois,17,195,Central
"Stevens Point, WI",Portage County,Wisconsin,55,097,Central
"Stillwater, OK",Payne County,Oklahoma,40,119,Central
"Stockton, CA",San Joaquin County,California,06,077,Central
"Storm Lake, IA",Buena Vista County,Iowa,19,021,Central
"Sturgis, MI",St. Joseph County,Michigan,26,149,Central
"Sulphur Springs, TX",Hopkins County,Texas,48,223,Central
"Summerville, GA",Chattooga County,Georgia,13,055,Central
"Sumter, SC",Clarendon County,South Carolina,45,027,Outlying
"Sumter, SC",Sumter County,South Carolina,45,085,Central
"Sunbury, PA",Northumberland County,Pennsylvania,42,097,Central
"Susanville, CA",Lassen County,California,06,035,Central
"Sweetwater, TX",Nolan County,Texas,48,353,Central
"Syracuse, NY",Madison County,New York,36,053,Outlying
"Syracuse, NY",Onondaga County,New York,36,067,Central
"Syracuse, NY",Oswego County,New York,36,075,Outlying
"Tahlequah, OK",Cherokee County,Oklahoma,40,021,Central
"Talladega-Sylacauga, AL",Talladega County,Alabama,01,121,Central
"Tallahassee, FL",Gadsden County,Florida,12,039,Outlying
"Tallahassee, FL",Jefferson County,Florida,12,065,Outlying
"Tallahassee, FL",Leon County,Florida,12,073,Central
"Tallahassee, FL",Wakulla County,Florida,12,129,Outlying
"Tampa-St. Petersburg-Clearwater, FL",Hernando County,Florida,12,053,Outlying
"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,Florida,12,057,Central
"Tampa-St. Petersburg-Clearwater, FL",Pasco County,Florida,12,101,Central
"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,Florida,12,103,Central
"Taos, NM",Taos County,New Mexico,35,055,Central
"Taylorville, IL",Christian County,Illinois,17,021,Central
"Terre Haute, IN",Clay County,Indiana,18,021,Central
"Terre Haute, IN",Parke County,Indiana,18,121,Outlying
"Terre Haute, IN",Sullivan County,Indiana,18,153,Outlying
"Terre Haute, IN",Vermillion County,Indiana,18,165,Outlying
"Terre Haute, IN",Vigo County,Indiana,18,167,Central
"Texarkana, TX-AR",Little River County,Arkansas,05,081,Outlying
"Texarkana, TX-AR",Miller County,Arkansas,05,091,Central
"Texarkana, TX-AR",Bowie County,Texas,48,037,Central
"The Dalles, OR",Wasco County,Oregon,41,065,Central
"The Villages, FL",Sumter County,Florida,12,119,Central
"Thomaston, GA",Upson County,Georgia,13,293,Central
"Thomasville, GA",Thomas County,Georgia,13,275,Central
"Tiffin, OH",Seneca County,Ohio,39,147,Central
"Tifton, GA",Tift County,Georgia,13,277,Central
"Toccoa, GA",Stephens County,Georgia,13,257,Central
"Toledo, OH",Fulton County,Ohio,39,051,Outlying
"Toledo, OH",Lucas County,Ohio,39,095,Central
"Toledo, OH",Ottawa County,Ohio,39,123,Outlying
"Toledo, OH",Wood County,Ohio,39,173,Central
"Topeka, KS",Jackson County,Kansas,20,085,Outlying
"Topeka, KS",Jefferson County,Kansas,20,087,Outlying
"Topeka, KS",Osage County,Kansas,20,139,Outlying
"Topeka, KS",Shawnee County,Kansas,20,177,Central
"Topeka, KS",Wabaunsee County,Kansas,20,197,Outlying
"Torrington, CT",Litchfield County,Connecticut,09,005,Central
"Traverse City, MI",Benzie County,Michigan,26,019,Outlying
"Traverse City, MI",Grand Traverse County,Michigan,26,055,Central
"Traverse City, MI",Kalkaska County,Michigan,26,079,Outlying
"Traverse City, MI",Leelanau County,Michigan,26,089,Outlying
"Trenton-Princeton, NJ",Mercer County,New Jersey,34,021,Central
"Troy, AL",Pike County,Alabama,01,109,Central
"Truckee-Grass Valley, CA",Nevada County,California,06,057,Central
"Tucson, AZ",Pima County,Arizona,04,019,Central
"Tullahoma-Manchester, TN",Coffee County,Tennessee,47,031,Central
"Tullahoma-Manchester, TN",Franklin County,Tennessee,47,051,Outlying
"Tullahoma-Manchester, TN",Moore County,Tennessee,47,127,Outlying
"Tulsa, OK",Creek County,Oklahoma,40,037,Central
"Tulsa, OK",Okmulgee County,Oklahoma,40,111,Outlying
"Tulsa, OK",Osage County,Oklahoma,40,113,Central
"Tulsa, OK",Pawnee County,Oklahoma,40,117,Outlying
"Tulsa, OK",Rogers County,Oklahoma,40,131,Outlying
"Tulsa, OK",Tulsa County,Oklahoma,40,143,Central
"Tulsa, OK",Wagoner County,Oklahoma,40,145,Central
"Tupelo, MS",Itawamba County,Mississippi,28,057,Outlying
"Tupelo, MS",Lee County,Mississippi,28,081,Central
"Tupelo, MS",Pontotoc County,Mississippi,28,115,Outlying
"Tupelo, MS",Prentiss County,Mississippi,28,117,Outlying
"Tuscaloosa, AL",Greene County,Alabama,01,063,Outlying
"Tuscaloosa, AL",Hale County,Alabama,01,065,Outlying
"Tuscaloosa, AL",Pickens County,Alabama,01,107,Outlying
"Tuscaloosa, AL",Tuscaloosa County,Alabama,01,125,Central
"Twin Falls, ID",Jerome County,Idaho,16,053,Outlying
"Twin Falls, ID",Twin Falls County,Idaho,16,083,Central
"Tyler, TX",Smith County,Texas,48,423,Central
"Ukiah, CA",Mendocino County,California,06,045,Central
"Union, SC",Union County,South Carolina,45,087,Central
"Union City, TN",Obion County,Tennessee,47,131,Central
"Urbana, OH",Champaign County,Ohio,39,021,Central
"Urban Honolulu, HI",Honolulu County,Hawaii,15,003,Central
"Utica-Rome, NY",Herkimer County,New York,36,043,Outlying
"Utica-Rome, NY",Oneida County,New York,36,065,Central
"Uvalde, TX",Uvalde County,Texas,48,463,Central
"Valdosta, GA",Brooks County,Georgia,13,027,Outlying
"Valdosta, GA",Echols County,Georgia,13,101,Outlying
"Valdosta, GA",Lanier County,Georgia,13,173,Outlying
"Valdosta, GA",Lowndes County,Georgia,13,185,Central
"Vallejo, CA",Solano County,California,06,095,Central
"Van Wert, OH",Van Wert County,Ohio,39,161,Central
"Vermillion, SD",Clay County,South Dakota,46,027,Central
"Vernal, UT",Uintah County,Utah,49,047,Central
"Vernon, TX",Wilbarger County,Texas,48,487,Central
"Vicksburg, MS",Warren County,Mississippi,28,149,Central
"Victoria, TX",Goliad County,Texas,48,175,Outlying
"Victoria, TX",Victoria County,Texas,48,469,Central
"Vidalia, GA",Montgomery County,Georgia,13,209,Outlying
"Vidalia, GA",Toombs County,Georgia,13,279,Central
"Vincennes, IN",Knox County,Indiana,18,083,Central
"Vineland-Bridgeton, NJ",Cumberland County,New Jersey,34,011,Central
"Vineyard Haven, MA",Dukes County,Massachusetts,25,007,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,North Carolina,37,029,Outlying
"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,North Carolina,37,053,Outlying
"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,North Carolina,37,073,Outlying
"Virginia Beach-Norfolk-Newport News, VA-NC",Gloucester County,Virginia,51,073,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Isle of Wight County,Virginia,51,093,Outlying
"Virginia Beach-Norfolk-Newport News, VA-NC",James City County,Virginia,51,095,Outlying
"Virginia Beach-Norfolk-Newport News, VA-NC",Mathews County,Virginia,51,115,Outlying
"Virginia Beach-Norfolk-Newport News, VA-NC",Southampton County,Virginia,51,175,Outlying
"Virginia Beach-Norfolk-Newport News, VA-NC",York County,Virginia,51,199,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake city,Virginia,51,550,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Franklin city,Virginia,51,620,Outlying
"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton city,Virginia,51,650,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News city,Virginia,51,700,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk city,Virginia,51,710,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Poquoson city,Virginia,51,735,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth city,Virginia,51,740,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Suffolk city,Virginia,51,800,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach city,Virginia,51,810,Central
"Virginia Beach-Norfolk-Newport News, VA-NC",Williamsburg city,Virginia,51,830,Outlying
"Visalia, CA",Tulare County,California,06,107,Central
"Wabash, IN",Wabash County,Indiana,18,169,Central
"Waco, TX",Falls County,Texas,48,145,Outlying
"Waco, TX",McLennan County,Texas,48,309,Central
"Wahpeton, ND-MN",Wilkin County,Minnesota,27,167,Outlying
"Wahpeton, ND-MN",Richland County,North Dakota,38,077,Central
"Walla Walla, WA",Walla Walla County,Washington,53,071,Central
"Wapakoneta, OH",Auglaize County,Ohio,39,011,Central
"Warner Robins, GA",Houston County,Georgia,13,153,Central
"Warner Robins, GA",Peach County,Georgia,13,225,Outlying
"Warren, PA",Warren County,Pennsylvania,42,123,Central
"Warrensburg, MO",Johnson County,Missouri,29,101,Central
"Warsaw, IN",Kosciusko County,Indiana,18,085,Central
"Washington, IN",Daviess County,Indiana,18,027,Central
"Washington, NC",Beaufort County,North Carolina,37,013,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick County,Maryland,24,021,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,Maryland,24,031,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,District of Columbia,11,001,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Calvert County,Maryland,24,009,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County,Maryland,24,017,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,Maryland,24,033,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,Virginia,51,013,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Clarke County,Virginia,51,043,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Culpeper County,Virginia,51,047,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,Virginia,51,059,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fauquier County,Virginia,51,061,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,Virginia,51,107,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Madison County,Virginia,51,113,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,Virginia,51,153,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Rappahannock County,Virginia,51,157,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Spotsylvania County,Virginia,51,177,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford County,Virginia,51,179,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Warren County,Virginia,51,187,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,Virginia,51,510,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax city,Virginia,51,600,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Falls Church city,Virginia,51,610,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fredericksburg city,Virginia,51,630,Outlying
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas city,Virginia,51,683,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas Park city,Virginia,51,685,Central
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Jefferson County,West Virginia,54,037,Outlying
"Washington Court House, OH",Fayette County,Ohio,39,047,Central
"Waterloo-Cedar Falls, IA",Black Hawk County,Iowa,19,013,Central
"Waterloo-Cedar Falls, IA",Bremer County,Iowa,19,017,Outlying
"Waterloo-Cedar Falls, IA",Grundy County,Iowa,19,075,Outlying
"Watertown, SD",Codington County,South Dakota,46,029,Central
"Watertown, SD",Hamlin County,South Dakota,46,057,Outlying
"Watertown-Fort Atkinson, WI",Jefferson County,Wisconsin,55,055,Central
"Watertown-Fort Drum, NY",Jefferson County,New York,36,045,Central
"Wauchula, FL",Hardee County,Florida,12,049,Central
"Wausau-Weston, WI",Lincoln County,Wisconsin,55,069,Outlying
"Wausau-Weston, WI",Marathon County,Wisconsin,55,073,Central
"Waycross, GA",Pierce County,Georgia,13,229,Outlying
"Waycross, GA",Ware County,Georgia,13,299,Central
"Weatherford, OK",Custer County,Oklahoma,40,039,Central
"Weirton-Steubenville, WV-OH",Jefferson County,Ohio,39,081,Central
"Weirton-Steubenville, WV-OH",Brooke County,West Virginia,54,009,Central
"Weirton-Steubenville, WV-OH",Hancock County,West Virginia,54,029,Central
"Wenatchee, WA",Chelan County,Washington,53,007,Central
"Wenatchee, WA",Douglas County,Washington,53,017,Central
"West Plains, MO",Howell County,Missouri,29,091,Central
"West Point, MS",Clay County,Mississippi,28,025,Central
"Wheeling, WV-OH",Belmont County,Ohio,39,013,Central
"Wheeling, WV-OH",Marshall County,West Virginia,54,051,Central
"Wheeling, WV-OH",Ohio County,West Virginia,54,069,Central
"Whitewater, WI",Walworth County,Wisconsin,55,127,Central
"Wichita, KS",Butler County,Kansas,20,015,Outlying
"Wichita, KS",Harvey County,Kansas,20,079,Outlying
"Wichita, KS",Sedgwick County,Kansas,20,173,Central
"Wichita, KS",Sumner County,Kansas,20,191,Outlying
"Wichita Falls, TX",Archer County,Texas,48,009,Outlying
"Wichita Falls, TX",Clay County,Texas,48,077,Outlying
"Wichita Falls, TX",Wichita County,Texas,48,485,Central
"Williamsport, PA",Lycoming County,Pennsylvania,42,081,Central
"Williston, ND",Williams County,North Dakota,38,105,Central
"Willmar, MN",Kandiyohi County,Minnesota,27,067,Central
"Wilmington, NC",New Hanover County,North Carolina,37,129,Central
"Wilmington, NC",Pender County,North Carolina,37,141,Outlying
"Wilmington, OH",Clinton County,Ohio,39,027,Central
"Wilson, NC",Wilson County,North Carolina,37,195,Central
"Winchester, VA-WV",Frederick County,Virginia,51,069,Central
"Winchester, VA-WV",Winchester city,Virginia,51,840,Central
"Winchester, VA-WV",Hampshire County,West Virginia,54,027,Outlying
"Winfield, KS",Cowley County,Kansas,20,035,Central
"Winnemucca, NV",Humboldt County,Nevada,32,013,Central
"Winona, MN",Winona County,Minnesota,27,169,Central
"Winston-Salem, NC",Davidson County,North Carolina,37,057,Central
"Winston-Salem, NC",Davie County,North Carolina,37,059,Central
"Winston-Salem, NC",Forsyth County,North Carolina,37,067,Central
"Winston-Salem, NC",Stokes County,North Carolina,37,169,Central
"Winston-Salem, NC",Yadkin County,North Carolina,37,197,Outlying
"Wisconsin Rapids-Marshfield, WI",Wood County,Wisconsin,55,141,Central
"Woodward, OK",Ellis County,Oklahoma,40,045,Outlying
"Woodward, OK",Woodward County,Oklahoma,40,153,Central
"Wooster, OH",Wayne County,Ohio,39,169,Central
"Worcester, MA-CT",Windham County,Connecticut,09,015,Central
"Worcester, MA-CT",Worcester County,Massachusetts,25,027,Central
"Worthington, MN",Nobles County,Minnesota,27,105,Central
"Yakima, WA",Yakima County,Washington,53,077,Central
"Yankton, SD",Yankton County,South Dakota,46,135,Central
