CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
"Memphis, TN-MS-AR",Tate County,Mississippi,28,137,Outlying
"Memphis, TN-MS-AR",Tunica County,Mississippi,28,143,Outlying
"Memphis, TN-MS-AR",Fayette County,Tennessee,47,047,Outlying
"Memphis, TN-MS-AR",Shelby County,Tennessee,47,157,Central
"Memphis, TN-MS-AR",Tipton County,Tennessee,47,167,Outlying
"Menomonie, WI",Dunn County,Wisconsin,55,033,Central
"Merced, CA",Merced County,California,06,047,Central
"Meridian, MS",Clarke County,Mississippi,28,023,Outlying
"Meridian, MS",Kemper County,Mississippi,28,069,Outlying
"Meridian, MS",Lauderdale County,Mississippi,28,075,Central
"Mexico, MO",Audrain County,Missouri,29,007,Central
"Miami, OK",Ottawa County,Oklahoma,40,115,Central
"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,Florida,12,011,Central
"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,Florida,12,086,Central
"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,Florida,12,099,Central
"Michigan City-La Porte, IN",LaPorte County,Indiana,18,091,Central
"Middlesborough, KY",Bell County,Kentucky,21,013,Central
"Midland, MI",Midland County,Michigan,26,111,Central
"Midland, TX",Martin County,Texas,48,317,Outlying
"Midland, TX",Midland County,Texas,48,329,Central
"Milledgeville, GA",Baldwin County,Georgia,13,009,Central
"Milledgeville, GA",Hancock County,Georgia,13,141,Outlying
"Milwaukee-Waukesha, WI",Milwaukee County,Wisconsin,55,079,Central
"Milwaukee-Waukesha, WI",Ozaukee County,Wisconsin,55,089,Central
"Milwaukee-Waukesha, WI",Washington County,Wisconsin,55,131,Outlying
"Milwaukee-Waukesha, WI",Waukesha County,Wisconsin,55,133,Central
"Minden, LA",Webster Parish,Louisiana,22,119,Central
"Mineral Wells, TX",Palo Pinto County,Texas,48,363,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,Minnesota,27,003,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,Minnesota,27,019,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Chisago County,Minnesota,27,025,Outlying
"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,Minnesota,27,037,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,Minnesota,27,053,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Isanti County,Minnesota,27,059,Outlying
"Minneapolis-St. Paul-Bloomington, MN-WI",Le Sueur County,Minnesota,27,079,Outlying
"Minneapolis-St. Paul-Bloomington, MN-WI",Mille Lacs County,Minnesota,27,095,Outlying
"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,Minnesota,27,123,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Scott County,Minnesota,27,139,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Sherburne County,Minnesota,27,141,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Washington County,Minnesota,27,163,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Wright County,Minnesota,27,171,Central
"Minneapolis-St. Paul-Bloomington, MN-WI",Pierce County,Wisconsin,55,093,Outlying
"Minneapolis-St. Paul-Bloomington, MN-WI",St. Croix County,Wisconsin,55,109,Outlying
"Minot, ND",McHenry County,North Dakota,38,049,Outlying
"Minot, ND",Renville County,North Dakota,38,075,Outlying
"Minot, ND",Ward County,North Dakota,38,101,Central
"Missoula, MT",Missoula County,Montana,30,063,Central
"Mitchell, SD",Davison County,South Dakota,46,035,Central
"Mitchell, SD",Hanson County,South Dakota,46,061,Outlying
"Moberly, MO",Randolph County,Missouri,29,175,Central
"Mobile, AL",Mobile County,Alabama,01,097,Central
"Mobile, AL",Washington County,Alabama,01,129,Outlying
"Modesto, CA",Stanislaus County,California,06,099,Central
"Monroe, LA",Morehouse Parish,Louisiana,22,067,Outlying
"Monroe, LA",Ouachita Parish,Louisiana,22,073,Central
"Monroe, LA",Union Parish,Louisiana,22,111,Outlying
"Monroe, MI",Monroe County,Michigan,26,115,Central
"Montgomery, AL",Autauga County,Alabama,01,001,Central
"Montgomery, AL",Elmore County,Alabama,01,051,Central
"Montgomery, AL",Lowndes County,Alabama,01,085,Outlying
"Montgomery, AL",Montgomery County,Alabama,01,101,Central
"Montrose, CO",Montrose County,Colorado,08,085,Central
"Montrose, CO",Ouray County,Colorado,08,091,Outlying
"Morehead City, NC",Carteret County,North Carolina,37,031,Central
"Morgan City, LA",St. Mary Parish,Louisiana,22,101,Central
"Morgantown, WV",Monongalia County,West Virginia,54,061,Central
"Morgantown, WV",Preston County,West Virginia,54,077,Outlying
"Morristown, TN",Grainger County,Tennessee,47,057,Outlying
"Morristown, TN",Hamblen County,Tennessee,47,063,Central
"Morristown, TN",Jefferson County,Tennessee,47,089,Central
"Moscow, ID",Latah County,Idaho,16,057,Central
"Moses Lake, WA",Grant County,Washington,53,025,Central
"Moultrie, GA",Colquitt County,Georgia,13,071,Central
"Mountain Home, AR",Baxter County,Arkansas,05,005,Central
"Mountain Home, ID",Elmore County,Idaho,16,039,Central
"Mount Airy, NC",Surry County,North Carolina,37,171,Central
"Mount Gay-Shamrock, WV",Logan County,West Virginia,54,045,Central
"Mount Pleasant, MI",Isabella County,Michigan,26,073,Central
"Mount Pleasant, TX",Camp County,Texas,48,063,Outlying
"Mount Pleasant, TX",Titus County,Texas,48,449,Central
"Mount Sterling, KY",Bath County,Kentucky,21,011,Outlying
"Mount Sterling, KY",Menifee County,Kentucky,21,165,Outlying
"Mount Sterling, KY",Montgomery County,Kentucky,21,173,Central
"Mount Vernon, IL",Jefferson County,Illinois,17,081,Central
"Mount Vernon, OH",Knox County,Ohio,39,083,Central
"Mount Vernon-Anacortes, WA",Skagit County,Washington,53,057,Central
"Muncie, IN",Delaware County,Indiana,18,035,Central
"Murray, KY",Calloway County,Kentucky,21,035,Central
"Muscatine, IA",Muscatine County,Iowa,19,139,Central
"Muskegon, MI",Muskegon County,Michigan,26,121,Central
"Muskogee, OK",Muskogee County,Oklahoma,40,101,Central
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,North Carolina,37,019,Central
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County,South Carolina,45,051,Central
"Nacogdoches, TX",Nacogdoches County,Texas,48,347,Central
"Napa, CA",Napa County,California,06,055,Central
"Naples-Marco Island, FL",Collier County,Florida,12,021,Central
"Nashville-Davidson--Murfreesboro--Franklin, TN",Cannon County,Tennessee,47,015,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Cheatham County,Tennessee,47,021,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,Tennessee,47,037,Central
"Nashville-Davidson--Murfreesboro--Franklin, TN",Dickson County,Tennessee,47,043,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Macon County,Tennessee,47,111,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Maury County,Tennessee,47,119,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Robertson County,Tennessee,47,147,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,Tennessee,47,149,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Smith County,Tennessee,47,159,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,Tennessee,47,165,Central
"Nashville-Davidson--Murfreesboro--Franklin, TN",Trousdale County,Tennessee,47,169,Outlying
"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,Tennessee,47,187,Central
"Nashville-Davidson--Murfreesboro--Franklin, TN",Wilson County,Tennessee,47,189,Central
"Natchez, MS-LA",Concordia Parish,Louisiana,22,029,Central
"Natchez, MS-LA",Adams County,Mississippi,28,001,Central
"Natchitoches, LA",Natchitoches Parish,Louisiana,22,069,Central
"New Bern, NC",Craven County,North Carolina,37,049,Central
"New Bern, NC",Jones County,North Carolina,37,103,Outlying
"New Bern, NC",Pamlico County,North Carolina,37,137,Outlying
"Newberry, SC",Newberry County,South Carolina,45,071,Central
"New Castle, IN",Henry County,Indiana,18,065,Central
"New Castle, PA",Lawrence County,Pennsylvania,42,073,Central
"New Haven-Milford, CT",New Haven County,Connecticut,09,009,Central
"New Orleans-Metairie, LA",Jefferson Parish,Louisiana,22,051,Central
"New Orleans-Metairie, LA",Orleans Parish,Louisiana,22,071,Central
"New Orleans-Metairie, LA",Plaquemines Parish,Louisiana,22,075,Central
"New Orleans-Metairie, LA",St. Bernard Parish,Louisiana,22,087,Central
"New Orleans-Metairie, LA",St. Charles Parish,Louisiana,22,089,Central
"New Orleans-Metairie, LA",St. James Parish,Louisiana,22,093,Outlying
"New Orleans-Metairie, LA",St. John the Baptist Parish,Louisiana,22,095,Central
"New Orleans-Metairie, LA",St. Tammany Parish,Louisiana,22,103,Outlying
"New Philadelphia-Dover, OH",Tuscarawas County,Ohio,39,157,Central
"Newport, OR",Lincoln County,Oregon,41,041,Central
"Newport, TN",Cocke County,Tennessee,47,029,Central
"New Ulm, MN",Brown County,Minnesota,27,015,Central
"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,New York,36,059,Central
"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,New York,36,103,Central
"New York-Newark-Jersey City, NY-NJ-PA",Essex County,New Jersey,34,013,Central
"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,New Jersey,34,019,Central
"New York-Newark-Jersey City, NY-NJ-PA",Morris County,New Jersey,34,027,Central
"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,New Jersey,34,037,Central
"New York-Newark-Jersey City, NY-NJ-PA",Union County,New Jersey,34,039,Central
"New York-Newark-Jersey City, NY-NJ-PA",Pike County,Pennsylvania,42,103,Outlying
"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,New Jersey,34,023,Central
"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,New Jersey,34,025,Central
"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,New Jersey,34,029,Central
"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,New Jersey,34,035,Central
"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,New Jersey,34,003,Central
"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,New Jersey,34,017,Central
"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,New Jersey,34,031,Central
"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,New York,36,005,Central
"New York-Newark-Jersey City, NY-NJ-PA",Kings County,New York,36,047,Central
"New York-Newark-Jersey City, NY-NJ-PA",New York County,New York,36,061,Central
"New York-Newark-Jersey City, NY-NJ-PA",Putnam County,New York,36,079,Central
"New York-Newark-Jersey City, NY-NJ-PA",Queens County,New York,36,081,Central
"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,New York,36,085,Central
"New York-Newark-Jersey City, NY-NJ-PA",Rockland County,New York,36,087,Central
"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,New York,36,119,Central
"Niles, MI",Berrien County,Michigan,26,021,Central
"Nogales, AZ",Santa Cruz County,Arizona,04,023,Central
"Norfolk, NE",Madison County,Nebraska,31,119,Central
"Norfolk, NE",Pierce County,Nebraska,31,139,Outlying
"Norfolk, NE",Stanton County,Nebraska,31,167,Outlying
"North Platte, NE",Lincoln County,Nebraska,31,111,Central
"North Platte, NE",Logan County,Nebraska,31,113,Outlying
"North Platte, NE",McPherson County,Nebraska,31,117,Outlying
"North Port-Sarasota-Bradenton, FL",Manatee County,Florida,12,081,Central
"North Port-Sarasota-Bradenton, FL",Sarasota County,Florida,12,115,Central
"North Vernon, IN",Jennings County,Indiana,18,079,Central
"North Wilkesboro, NC",Wilkes County,North Carolina,37,193,Central
"Norwalk, OH",Huron County,Ohio,39,077,Central
"Norwich-New London, CT",New London County,Connecticut,09,011,Central
"Oak Harbor, WA",Island County,Washington,53,029,Central
"Ocala, FL",Marion County,Florida,12,083,Central
"Ocean City, NJ",Cape May County,New Jersey,34,009,Central
"Odessa, TX",Ector County,Texas,48,135,Central
"Ogden-Clearfield, UT",Box Elder County,Utah,49,003,Central
"Ogden-Clearfield, UT",Davis County,Utah,49,011,Central
"Ogden-Clearfield, UT",Morgan County,Utah,49,029,Outlying
"Ogden-Clearfield, UT",Weber County,Utah,49,057,Central
"Ogdensburg-Massena, NY",St. Lawrence County,New York,36,089,Central
"Oil City, PA",Venango County,Pennsylvania,42,121,Central
"Okeechobee, FL",Okeechobee County,Florida,12,093,Central
"Oklahoma City, OK",Canadian County,Oklahoma,40,017,Central
"Oklahoma City, OK",Cleveland County,Oklahoma,40,027,Central
"Oklahoma City, OK",Grady County,Oklahoma,40,051,Outlying
"Oklahoma City, OK",Lincoln County,Oklahoma,40,081,Outlying
"Oklahoma City, OK",Logan County,Oklahoma,40,083,Central
"Oklahoma City, OK",McClain County,Oklahoma,40,087,Outlying
"Oklahoma City, OK",Oklahoma County,Oklahoma,40,109,Central
"Olean, NY",Cattaraugus County,New York,36,009,Central
"Olympia-Lacey-Tumwater, WA",Thurston County,Washington,53,067,Central
"Omaha-Council Bluffs, NE-IA",Harrison County,Iowa,19,085,Outlying
"Omaha-Council Bluffs, NE-IA",Mills County,Iowa,19,129,Outlying
"Omaha-Council Bluffs, NE-IA",Pottawattamie County,Iowa,19,155,Central
"Omaha-Council Bluffs, NE-IA",Cass County,Nebraska,31,025,Outlying
"Omaha-Council Bluffs, NE-IA",Douglas County,Nebraska,31,055,Central
"Omaha-Council Bluffs, NE-IA",Sarpy County,Nebraska,31,153,Central
"Omaha-Council Bluffs, NE-IA",Saunders County,Nebraska,31,155,Outlying
"Omaha-Council Bluffs, NE-IA",Washington County,Nebraska,31,177,Outlying
"Oneonta, NY",Otsego County,New York,36,077,Central
"Ontario, OR-ID",Payette County,Idaho,16,075,Central
"Ontario, OR-ID",Malheur County,Oregon,41,045,Central
"Opelousas, LA",St. Landry Parish,Louisiana,22,097,Central
"Orangeburg, SC",Orangeburg County,South Carolina,45,075,Central
"Orlando-Kissimmee-Sanford, FL",Lake County,Florida,12,069,Outlying
"Orlando-Kissimmee-Sanford, FL",Orange County,Florida,12,095,Central
"Orlando-Kissimmee-Sanford, FL",Osceola County,Florida,12,097,Outlying
"Orlando-Kissimmee-Sanford, FL",Seminole County,Florida,12,117,Central
"Oshkosh-Neenah, WI",Winnebago County,Wisconsin,55,139,Central
"Oskaloosa, IA",Mahaska County,Iowa,19,123,Central
"Othello, WA",Adams County,Washington,53,001,Central
"Ottawa, IL",Bureau County,Illinois,17,011,Central
"Ottawa, IL",LaSalle County,Illinois,17,099,Central
"Ottawa, IL",Putnam County,Illinois,17,155,Outlying
"Ottawa, KS",Franklin County,Kansas,20,059,Central
"Ottumwa, IA",Wapello County,Iowa,19,179,Central
"Owatonna, MN",Steele County,Minnesota,27,147,Central
"Owensboro, KY",Daviess County,Kentucky,21,059,Central
"Owensboro, KY",Hancock County,Kentucky,21,091,Outlying
"Owensboro, KY",McLean County,Kentucky,21,149,Outlying
"Oxford, MS",Lafayette County,Mississippi,28,071,Central
"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,California,06,111,Central
"Ozark, AL",Dale County,Alabama,01,045,Central
"Paducah, KY-IL",Massac County,Illinois,17,127,Outlying
"Paducah, KY-IL",Ballard County,Kentucky,21,007,Outlying
"Paducah, KY-IL",Livingston County,Kentucky,21,139,Outlying
"Paducah, KY-IL",McCracken County,Kentucky,21,145,Central
"Pahrump, NV",Nye County,Nevada,32,023,Central
"Palatka, FL",Putnam County,Florida,12,107,Central
"Palestine, TX",Anderson County,Texas,48,001,Central
"Palm Bay-Melbourne-Titusville, FL",Brevard County,Florida,12,009,Central
"Pampa, TX",Gray County,Texas,48,179,Central
"Pampa, TX",Roberts County,Texas,48,393,Outlying
"Panama City, FL",Bay County,Florida,12,005,Central
"Paragould, AR",Greene County,Arkansas,05,055,Central
"Paris, TN",Henry County,Tennessee,47,079,Central
"Paris, TX",Lamar County,Texas,48,277,Central
"Parkersburg-Vienna, WV",Wirt County,West Virginia,54,105,Outlying
"Parkersburg-Vienna, WV",Wood County,West Virginia,54,107,Central
"Parsons, KS",Labette County,Kansas,20,099,Central
"Payson, AZ",Gila County,Arizona,04,007,Central
"Pearsall, TX",Frio County,Texas,48,163,Central
"Pecos, TX",Loving County,Texas,48,301,Outlying
"Pecos, TX",Reeves County,Texas,48,389,Central
"Pella, IA",Marion County,Iowa,19,125,Central
"Pensacola-Ferry Pass-Brent, FL",Escambia County,Florida,12,033,Central
"Pensacola-Ferry Pass-Brent, FL",Santa Rosa County,Florida,12,113,Central
"Peoria, IL",Fulton County,Illinois,17,057,Outlying
"Peoria, IL",Marshall County,Illinois,17,123,Outlying
"Peoria, IL",Peoria County,Illinois,17,143,Central
"Peoria, IL",Stark County,Illinois,17,175,Outlying
"Peoria, IL",Tazewell County,Illinois,17,179,Central
"Peoria, IL",Woodford County,Illinois,17,203,Central
"Peru, IN",Miami County,Indiana,18,103,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,New Jersey,34,005,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,New Jersey,34,007,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,New Jersey,34,015,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,Pennsylvania,42,017,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,Pennsylvania,42,029,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,Pennsylvania,42,091,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,Pennsylvania,42,045,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,Pennsylvania,42,101,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,Delaware,10,003,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County,Maryland,24,015,Central
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,New Jersey,34,033,Central
"Phoenix-Mesa-Chandler, AZ",Maricopa County,Arizona,04,013,Central
"Phoenix-Mesa-Chandler, AZ",Pinal County,Arizona,04,021,Central
"Picayune, MS",Pearl River County,Mississippi,28,109,Central
"Pierre, SD",Hughes County,South Dakota,46,065,Central
"Pierre, SD",Stanley County,South Dakota,46,117,Central
"Pine Bluff, AR",Cleveland County,Arkansas,05,025,Outlying
"Pine Bluff, AR",Jefferson County,Arkansas,05,069,Central
"Pine Bluff, AR",Lincoln County,Arkansas,05,079,Outlying
"Pinehurst-Southern Pines, NC",Moore County,North Carolina,37,125,Central
"Pittsburg, KS",Crawford County,Kansas,20,037,Central
"Pittsburgh, PA",Allegheny County,Pennsylvania,42,003,Central
"Pittsburgh, PA",Armstrong County,Pennsylvania,42,005,Outlying
"Pittsburgh, PA",Beaver County,Pennsylvania,42,007,Central
"Pittsburgh, PA",Butler County,Pennsylvania,42,019,Central
"Pittsburgh, PA",Fayette County,Pennsylvania,42,051,Outlying
"Pittsburgh, PA",Washington County,Pennsylvania,42,125,Central
"Pittsburgh, PA",Westmoreland County,Pennsylvania,42,129,Central
"Pittsfield, MA",Berkshire County,Massachusetts,25,003,Central
"Plainview, TX",Hale County,Texas,48,189,Central
"Platteville, WI",Grant County,Wisconsin,55,043,Central
"Plattsburgh, NY",Clinton County,New York,36,019,Central
"Plymouth, IN",Marshall County,Indiana,18,099,Central
"Pocatello, ID",Bannock County,Idaho,16,005,Central
"Pocatello, ID",Power County,Idaho,16,077,Outlying
"Point Pleasant, WV-OH",Gallia County,Ohio,39,053,Central
"Point Pleasant, WV-OH",Mason County,West Virginia,54,053,Central
"Ponca City, OK",Kay County,Oklahoma,40,071,Central
"Ponce, PR",Adjuntas Municipio,Puerto Rico,72,001,Outlying
"Ponce, PR",Juana Díaz Municipio,Puerto Rico,72,075,Outlying
"Ponce, PR",Ponce Municipio,Puerto Rico,72,113,Central
"Ponce, PR",Villalba Municipio,Puerto Rico,72,149,Outlying
"Pontiac, IL",Livingston County,Illinois,17,105,Central
"Poplar Bluff, MO",Butler County,Missouri,29,023,Central
"Poplar Bluff, MO",Ripley County,Missouri,29,181,Outlying
"Portales, NM",Roosevelt County,New Mexico,35,041,Central
"Port Angeles, WA",Clallam County,Washington,53,009,Central
"Portland-South Portland, ME",Cumberland County,Maine,23,005,Central
"Portland-South Portland, ME",Sagadahoc County,Maine,23,023,Outlying
"Portland-South Portland, ME",York County,Maine,23,031,Central
"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,Oregon,41,005,Central
"Portland-Vancouver-Hillsboro, OR-WA",Columbia County,Oregon,41,009,Outlying
"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,Oregon,41,051,Central
"Portland-Vancouver-Hillsboro, OR-WA",Washington County,Oregon,41,067,Central
"Portland-Vancouver-Hillsboro, OR-WA",Yamhill County,Oregon,41,071,Outlying
"Portland-Vancouver-Hillsboro, OR-WA",Clark County,Washington,53,011,Central
"Portland-Vancouver-Hillsboro, OR-WA",Skamania County,Washington,53,059,Outlying
"Port Lavaca, TX",Calhoun County,Texas,48,057,Central
"Port St. Lucie, FL",Martin County,Florida,12,085,Central
"Port St. Lucie, FL",St. Lucie County,Florida,12,111,Central
"Portsmouth, OH",Scioto County,Ohio,39,145,Central
"Pottsville, PA",Schuylkill County,Pennsylvania,42,107,Central
"Poughkeepsie-Newburgh-Middletown, NY",Dutchess County,New York,36,027,Central
"Poughkeepsie-Newburgh-Middletown, NY",Orange County,New York,36,071,Central
"Prescott Valley-Prescott, AZ",Yavapai County,Arizona,04,025,Central
"Price, UT",Carbon County,Utah,49,007,Central
"Prineville, OR",Crook County,Oregon,41,013,Central
"Providence-Warwick, RI-MA",Bristol County,Massachusetts,25,005,Central
"Providence-Warwick, RI-MA",Bristol County,Rhode Island,44,001,Central
"Providence-Warwick, RI-MA",Kent County,Rhode Island,44,003,Central
"Providence-Warwick, RI-MA",Newport County,Rhode Island,44,005,Central
"Providence-Warwick, RI-MA",Providence County,Rhode Island,44,007,Central
"Providence-Warwick, RI-MA",Washington County,Rhode Island,44,009,Central
"Provo-Orem, UT",Juab County,Utah,49,023,Outlying
"Provo-Orem, UT",Utah County,Utah,49,049,Central
"Pueblo, CO",Pueblo County,Colorado,08,101,Central
"Pullman, WA",Whitman County,Washington,53,075,Central
"Punta Gorda, FL",Charlotte County,Florida,12,015,Central
"Quincy, IL-MO",Adams County,Illinois,17,001,Central
"Quincy, IL-MO",Lewis County,Missouri,29,111,Outlying
"Racine, WI",Racine County,Wisconsin,55,101,Central
"Raleigh-Cary, NC",Franklin County,North Carolina,37,069,Outlying
"Raleigh-Cary, NC",Johnston County,North Carolina,37,101,Central
"Raleigh-Cary, NC",Wake County,North Carolina,37,183,Central
"Rapid City, SD",Meade County,South Dakota,46,093,Central
"Rapid City, SD",Pennington County,South Dakota,46,103,Central
"Raymondville, TX",Willacy County,Texas,48,489,Central
"Reading, PA",Berks County,Pennsylvania,42,011,Central
"Red Bluff, CA",Tehama County,California,06,103,Central
"Redding, CA",Shasta County,California,06,089,Central
"Red Wing, MN",Goodhue County,Minnesota,27,049,Central
"Reno, NV",Storey County,Nevada,32,029,Outlying
"Reno, NV",Washoe County,Nevada,32,031,Central
"Rexburg, ID",Fremont County,Idaho,16,043,Outlying
"Rexburg, ID",Madison County,Idaho,16,065,Central
"Richmond, IN",Wayne County,Indiana,18,177,Central
"Richmond, VA",Amelia County,Virginia,51,007,Outlying
"Richmond, VA",Charles City County,Virginia,51,036,Outlying
"Richmond, VA",Chesterfield County,Virginia,51,041,Central
"Richmond, VA",Dinwiddie County,Virginia,51,053,Central
"Richmond, VA",Goochland County,Virginia,51,075,Outlying
"Richmond, VA",Hanover County,Virginia,51,085,Central
"Richmond, VA",Henrico County,Virginia,51,087,Central
"Richmond, VA",King and Queen County,Virginia,51,097,Outlying
"Richmond, VA",King William County,Virginia,51,101,Outlying
"Richmond, VA",New Kent County,Virginia,51,127,Outlying
"Richmond, VA",Powhatan County,Virginia,51,145,Outlying
"Richmond, VA",Prince George County,Virginia,51,149,Central
"Richmond, VA",Sussex County,Virginia,51,183,Outlying
"Richmond, VA",Colonial Heights city,Virginia,51,570,Central
"Richmond, VA",Hopewell city,Virginia,51,670,Central
"Richmond, VA",Petersburg city,Virginia,51,730,Central
"Richmond, VA",Richmond city,Virginia,51,760,Central
"Richmond-Berea, KY",Estill County,Kentucky,21,065,Outlying
"Richmond-Berea, KY",Madison County,Kentucky,21,151,Central
"Rio Grande City-Roma, TX",Starr County,Texas,48,427,Central
"Riverside-San Bernardino-Ontario, CA",Riverside County,California,06,065,Central
"Riverside-San Bernardino-Ontario, CA",San Bernardino County,California,06,071,Central
"Riverton, WY",Fremont County,Wyoming,56,013,Central
"Roanoke, VA",Botetourt County,Virginia,51,023,Central
"Roanoke, VA",Craig County,Virginia,51,045,Outlying
"Roanoke, VA",Franklin County,Virginia,51,067,Outlying
"Roanoke, VA",Roanoke County,Virginia,51,161,Central
"Roanoke, VA",Roanoke city,Virginia,51,770,Central
"Roanoke, VA",Salem city,Virginia,51,775,Central
"Roanoke Rapids, NC",Halifax County,North Carolina,37,083,Central
"Roanoke Rapids, NC",Northampton County,North Carolina,37,131,Outlying
"Rochelle, IL",Ogle County,Illinois,17,141,Central
"Rochester, MN",Dodge County,Minnesota,27,039,Outlying
"Rochester, MN",Fillmore County,Minnesota,27,045,Outlying
"Rochester, MN",Olmsted County,Minnesota,27,109,Central
"Rochester, MN",Wabasha County,Minnesota,27,157,Outlying
"Rochester, NY",Livingston County,New York,36,051,Outlying
"Rochester, NY",Monroe County,New York,36,055,Central
"Rochester, NY",Ontario County,New York,36,069,Central
"Rochester, NY",Orleans County,New York,36,073,Outlying
"Rochester, NY",Wayne County,New York,36,117,Outlying
"Rochester, NY",Yates County,New York,36,123,Outlying
"Rockford, IL",Boone County,Illinois,17,007,Central
"Rockford, IL",Winnebago County,Illinois,17,201,Central
"Rockingham, NC",Richmond County,North Carolina,37,153,Central
"Rockport, TX",Aransas County,Texas,48,007,Central
"Rock Springs, WY",Sweetwater County,Wyoming,56,037,Central
"Rocky Mount, NC",Edgecombe County,North Carolina,37,065,Central
"Rocky Mount, NC",Nash County,North Carolina,37,127,Central
"Rolla, MO",Phelps County,Missouri,29,161,Central
"Rome, GA",Floyd County,Georgia,13,115,Central
"Roseburg, OR",Douglas County,Oregon,41,019,Central
"Roswell, NM",Chaves County,New Mexico,35,005,Central
"Ruidoso, NM",Lincoln County,New Mexico,35,027,Central
"Russellville, AR",Pope County,Arkansas,05,115,Central
"Russellville, AR",Yell County,Arkansas,05,149,Outlying
"Ruston, LA",Lincoln Parish,Louisiana,22,061,Central
"Rutland, VT",Rutland County,Vermont,50,021,Central
"Sacramento-Roseville-Folsom, CA",El Dorado County,California,06,017,Central
"Sacramento-Roseville-Folsom, CA",Placer County,California,06,061,Central
"Sacramento-Roseville-Folsom, CA",Sacramento County,California,06,067,Central
"Sacramento-Roseville-Folsom, CA",Yolo County,California,06,113,Outlying
"Safford, AZ",Graham County,Arizona,04,009,Central
"Saginaw, MI",Saginaw County,Michigan,26,145,Central
"St. Cloud, MN",Benton County,Minnesota,27,009,Central
"St. Cloud, MN",Stearns County,Minnesota,27,145,Central
"St. George, UT",Washington County,Utah,49,053,Central
"St. Joseph, MO-KS",Doniphan County,Kansas,20,043,Outlying
"St. Joseph, MO-KS",Andrew County,Missouri,29,003,Outlying
"St. Joseph, MO-KS",Buchanan County,Missouri,29,021,Central
"St. Joseph, MO-KS",DeKalb County,Missouri,29,063,Outlying
